Movie_Title	Release_Date	Nationality_First	Nationality	Production_Company	Distributor	Movie_Rate	Genre	Director	Actor
야스쿠니	2009-08-06	중국	중국,한국,일본	드래곤 필름	실버스푼	12세이상관람가	다큐멘터리	리 잉	
로스트 맨	2009-08-06	프랑스	프랑스		(주)영화사 진진	청소년관람불가	드라마	다니엘 아르비드	멜비 푸포,알렉산더 시디그
도시락	2009-08-06	한국	한국	여명준	청년필름(주)	청소년관람불가	액션	여명준	이상홍,여명준,김우준,박영일,홍상우,신명민,조지훈,임진호,오은영,김우준
퀸 락 몬트리올	2009-07-30	영국	영국		㈜씨에이엔	전체관람가	다큐멘터리	솔 스위머	존 디콘,브라이언 메이
플라스틱 시티	2009-07-30	홍콩	홍콩,일본,브라질,중국		(주)스폰지이엔티	청소년관람불가	범죄,스릴러	유릭 와이	오다기리 조,황추생
피쉬 스토리	2009-07-30	일본	일본	어뮤즈소프트엔터테인먼트	씨제이엔터테인먼트(주)	12세이상관람가	코미디,드라마	나카무라 요시히로	이토 아츠시,하마다 가쿠,타베 미카코
국가대표	2009-07-29	한국	한국	케이엠컬쳐㈜	쇼박스㈜미디어플렉스	12세이상관람가	드라마,액션,코미디	김용화	하정우,성동일,김지석,김동욱,최재환,쥬니,황하나,심영,도승휘,전성빈,천주영,이혜숙
업	2009-07-29	미국	미국	월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오	한국소니픽쳐스릴리징브에나비스타영화㈜	전체관람가	애니메이션,코미디,어드벤처,가족	피트 닥터,밥 피터슨	에드워드 애스너,밥 피터슨,이순재
명탐정 코난 : 칠흑의 추적자	2009-07-29	일본	일본		에이원엔터테인먼트	전체관람가	애니메이션,미스터리,범죄	야마모토 타이치로	타카야마 미나미,야마자키 와카나,이현진
메디엄	2009-07-29	미국	미국	골드써클필름	에스케이텔레콤(주)	15세이상관람가	공포(호러),스릴러	피터 콘웰	버지니아 매드슨,카일 갤너
마이 프렌즈, 마이 러브	2009-07-23	프랑스	프랑스		(주)영화사구안	15세이상관람가	코미디,멜로/로맨스	로레인 레비	벵상 링던,파스칼 엘베
바더 마인호프	2009-07-23	독일	독일	콘스탄틴 필름 프로덕션	(유)마스엔터테인먼트코리아	청소년관람불가	범죄,사극,드라마	울리 에델	마르티나 게덱,모리츠 블라이브트로이
내 남자는 바람둥이	2009-07-23	미국	미국		실버스푼	15세이상관람가	코미디,멜로/로맨스,드라마	마크 클라인	사라 미셀 겔러,알렉 볼드윈
해운대	2009-07-22	한국	한국,미국	(주)제이케이필름	씨제이엔터테인먼트(주)	12세이상관람가	액션,드라마,어드벤처	윤제균	설경구,하지원,박중훈,엄정화,이민기,강대규,김원영,김유빈,신정원,성유경,박재홍,황인준,나승현,김인호,박명훈,김재경,장원준,임동우,김정곤,정종원,이지애,이태영,최재섭,장명갑
블러디 발렌타인	2009-07-22	미국	미국	라이온스 게이트 필름즈	(주)넥스트엔터테인먼트월드(NEW)	청소년관람불가	공포(호러),스릴러	패트릭 루지어	젠슨 애클스,제이미 킹
오디션	2009-07-20	한국	한국	나무필름		전체관람가	드라마	김성준	김영용,양지웅,서호빈,정수연,이제철
해피 플라이트	2009-07-16	일본	일본	알타미라픽쳐스	프리비젼엔터테인먼트	전체관람가	코미디,드라마	야구치 시노부	아야세 하루카,타나베 세이이치
해리 포터와 혼혈 왕자	2009-07-15	미국	미국	워너 브러더스 픽쳐스	워너브러더스 (주)	전체관람가	어드벤처,액션,가족	데이빗 예이츠	다니엘 래드클리프,엠마 왓슨,루퍼트 그린트
차우	2009-07-15	한국	한국	(주)영화사수작	롯데쇼핑㈜롯데엔터테인먼트	12세이상관람가	액션,어드벤처,코미디	신정원	엄태웅,정유미,윤제문,권영국,김기천,박혁권,김동현,강구현,신미소,조민기,홍세인,정윤민,김윤호,유성철,권귀덕,김종호
극장판 도라에몽: 진구의 공룡대탐험	2009-07-15	일본	일본	TV 아사히	대원미디어㈜	전체관람가	애니메이션,가족,SF,어드벤처	와타나베 아유무	미즈타 와사비
아부지	2009-07-15	한국	한국	(주)주연이엔디	실버스푼	12세이상관람가	드라마	배해성	전무송,박철민,박탐희,조문국,신양균,조영화,김하람,임혜진,장유림,장윤석
오감도	2009-07-09	한국	한국	데이지엔터테인먼트,(주)컬처캡미디어	(주)시너지하우스 (시너지)	청소년관람불가	드라마,멜로/로맨스	허진호,오기환	김강우,황정민,김민선,김수로,김영근,김효진,배종옥,송중기,신세경,엄정화,이시영,장혁,정의철,차수연,김동욱,이성민
주온-원혼의 부활	2009-07-09	일본	일본	토에이 비디오 컴퍼니	쇼박스㈜미디어플렉스	15세이상관람가	공포(호러)	아사토 마리,미야케 류타	카고 아이,미나미 아키나,세토 코지
아더와 미니모이-제1탄비밀원정대의출정	2009-07-09	프랑스	프랑스	유로파 Corp.	롯데쇼핑㈜롯데엔터테인먼트	전체관람가	어드벤처,판타지	뤽 베송	프레디 하이모어,미아 패로우
레인	2009-07-09	프랑스	프랑스		(주)스폰지이엔티	12세이상관람가	코미디,드라마	아그네스 자우이	아그네스 자우이,자멜 드부즈
세비지 그레이스	2009-07-09	프랑스	프랑스		실버스푼	청소년관람불가	드라마	톰 칼린	줄리안 무어,스티븐 딜레인,에디 레드메인
죽기 전에 해야할 몇가지 것들	2009-07-09	한국	한국	휴매스터	(주)이모션픽처스	12세이상관람가	드라마	박성범	남궁은숙
킹콩을 들다	2009-07-01	한국	한국	(주)알지엔터웍스,(주)씨엘엔터테인먼트	(주)넥스트엔터테인먼트월드(NEW)	전체관람가	드라마	박건용	이범수,조안,김민영,송재희,박준규,박지은,박진희,박찬희,김범식,김기준,이범렬,이범석,최규영,유나리,박기영,이희경,장미성,전병관,임동찬,임동철,최영주,이주일,이창호,이인자,이종희
언노운 우먼	2009-07-01	이탈리아	이탈리아,프랑스		씨제이엔터테인먼트(주)	청소년관람불가	드라마,미스터리,스릴러	쥬세페 토르나토레	크세니야 라포포트,미첼 프라치도
요시노 이발관	2009-06-25	일본	일본		(주)스폰지이엔티	전체관람가	코미디,드라마	오기가미 나오코	모타이 마사코,아사노 카즈유키
반두비	2009-06-25	한국	한국	비아신 픽처스,시네마달	㈜인디스토리	청소년관람불가	드라마,멜로/로맨스	신동일	백진희,마붑 알엄 펄럽,이일화,박혁권,신이수,조은경,방영선,김동명,정병길,양해훈
아빠의 화장실	2009-06-25	우루과이	우루과이,브라질,프랑스		(주)영화사 진진	12세이상관람가	드라마	세자르 샬론,엔리케 페르난데스	버지니아 멘데즈,마리오 실바,버지니아 루이즈
트랜스포머: 패자의 역습	2009-06-24	미국	미국	드림웍스 SKG,파라마운트 픽쳐스	씨제이엔터테인먼트(주)	12세이상관람가	SF,액션,어드벤처	마이클 베이	샤이아 라보프,메간 폭스
링스 어드벤처	2009-06-24	스페인	스페인		(주)성원아이컴	전체관람가	애니메이션,코미디,드라마	마누엘 시실리아,라울 가르시아	베아트리즈 베르시아노,은지원,왕석현,정다혜,오인실
여고괴담 5	2009-06-18	한국	한국	(주)씨네이천	롯데쇼핑㈜롯데엔터테인먼트	15세이상관람가	공포(호러),스릴러	이종용	오연서,장경아,손은서,송민정,유신애,정혜인,박은지,강별,박정윤,주한나,한정아,박경숙,최민성,윤소라,최빛나,정민지,이연화,이정윤
블룸 형제 사기단	2009-06-18	미국	미국		(주)시너지하우스 (시너지)	12세이상관람가	코미디,드라마,멜로/로맨스,범죄,어드벤처,가족	라이언 존슨	애드리언 브로디,레이첼 웨이즈,마크 버팔로,키쿠치 린코
신주쿠 사건	2009-06-18	홍콩	홍콩		한국소니픽쳐스릴리징브에나비스타영화㈜	청소년관람불가	액션,드라마,범죄	이동승	성룡,판빙빙,타케나카 나오토,카토 마사야
쉘 위 키스	2009-06-18	프랑스	프랑스		프리비젼엔터테인먼트	15세이상관람가	멜로/로맨스,드라마	엠마누엘 무레	엠마누엘 무레,마이클 코헨,줄리 가예트,비르지니 르도엥
아스테릭스: 미션 올림픽 게임	2009-06-18	프랑스	프랑스		(주)넥스트엔터테인먼트월드(NEW)	12세이상관람가	코미디,어드벤처,가족	프레더릭 포레스티에	제라르 드빠르디유,클로비스 코르니악,바네사 헤슬러,브누와 뽀엘부르드,알랑 드롱
걸어도 걸어도	2009-06-18	일본	일본		(주)영화사 진진	전체관람가	드라마,가족	고레에다 히로카즈	나츠카와 유이,요우,하야기 료가,하라다 요시오,아베 히로시
약탈자들	2009-06-18	한국	한국	京子필름	(주)영화사구안	15세이상관람가	드라마	손영성	박병은,염지윤,윤동환,이희준,조영규,이화룡,신연식,신윤주,남궁선,박근범,장자목,최서희,이용출,이진우
맨 어바웃 타운	2009-06-18	미국	미국		실버스푼	15세이상관람가	멜로/로맨스,드라마,코미디	마이크 바인더	벤 애플렉,레베카 로메인
거북이 달린다	2009-06-11	한국	한국	(주)씨네이천	쇼박스㈜미디어플렉스	15세이상관람가	드라마,액션,범죄	이연우	김윤석,정경호,견미리,선우선,서동수,이효권,최수현,양현석,김종근,김준희
펠햄 123	2009-06-11	미국	미국		한국소니픽쳐스릴리징브에나비스타영화㈜	15세이상관람가	액션,스릴러,범죄	토니 스콧	존 트라볼타,덴젤 워싱턴
드래그 미 투 헬	2009-06-11	미국	미국		㈜케이디미디어	15세이상관람가	공포(호러),스릴러,판타지	샘 레이미	저스틴 롱,알리슨 로먼
블러드	2009-06-11	홍콩	홍콩,프랑스,중국		싸이더스 픽쳐스	청소년관람불가	액션,공포(호러),스릴러	크리스 나흔	전지현,코유키
임피 원더랜드 가다	2009-06-11	독일	독일		씨제이 씨지브이(CJ CGV)(주)	전체관람가	애니메이션,어드벤처,가족	라인하르트 클루스,호거 태프	앙케 엥겔케,임주현,전숙경,이승주,홍진욱
히말라야, 바람이 머무는 곳	2009-06-11	한국	한국	쇼이스트(주),(주)동녘필름	한국예술영화관협회	12세이상관람가	드라마	전수일	최민식,치링 키펄
애니 레보비츠: 렌즈를 통해 들여다본 삶	2009-06-11	미국	미국		(주)스폰지이엔티	15세이상관람가	다큐멘터리	바바라 레보비츠	애니 레보비츠,로버트 다우니 주니어
시선 1318	2009-06-11	한국	한국	국가인권위원회,시네마달	㈜영화사 백두대간	12세이상관람가	드라마	윤성호,김태용,방은진,이현승,전계수	권은수,김아름,남지현,박보영,전수영,동효희,강미영,조문식,최지용,손은서,성유진
홈	2009-06-05	프랑스	프랑스		씨제이엔터테인먼트(주)	전체관람가	다큐멘터리	얀 아르튀스-베르트랑	얀 아르튀스-베르트랑
박물관이 살아있다 2	2009-06-04	미국	미국		이십세기폭스코리아(주)	전체관람가	어드벤처,코미디,액션	숀 레비	벤 스틸러,에이미 애덤스,로빈 윌리엄스,행크 아자리아,오웬 윌슨
세라핀	2009-06-04	프랑스	프랑스		(주)영화사구안	12세이상관람가	전쟁,드라마	마르탱 프로보스트	욜랭드 모로,울리히 터커
로나의 침묵	2009-06-04	벨기에	벨기에,프랑스,이탈리아,독일		실버스푼	15세이상관람가	드라마	뤽 다르덴,장 피에르 다르덴	아르타 도브로시,파브리지오 롱기온,제레미 레니에
물 좀 주소	2009-06-04	한국	한국	나우필름(주),(주)유니코리아문예투자	(주)유니코리아문예투자	15세이상관람가	코미디	홍현기	이두일,류현경,송준우,박영선,김형식,박정우,황현규,박현영,권영락,변승욱,김건삼,서상탁,문일,최문희,임원빈,이철희,김영태
로니를 찾아서	2009-06-04	한국	한국	영화사풍경	(주)영화사 진진	15세이상관람가	드라마	심상국	유준상,로빈 쉑,노승범,정하늬,박혜림,김기승,박상욱,김철홍,김정민
3xFTM	2009-06-04	한국	한국	성소수문화환경을 위한 모임 '연분홍치마'	시네마달,미디어지따	15세이상관람가	다큐멘터리	김일란	고정우,한무지,김명진
압록강은 흐른다	2009-06-04	한국	한국	SBS프로덕션	주식회사 루믹스미디어	전체관람가	드라마,사극	이종한	신구,나문희,황보라,최성호
처음 만난 사람들	2009-06-04	한국	한국	김동현필름	㈜인디스토리,아트플러스시네마네트워크	12세이상관람가	드라마	김동현	최희진,박인수,주진모,성경선,박주형,조은영,강보람,정승진,오정옥,김진남,이하나,안혜윤,성홍일
마더	2009-05-28	한국	한국	(주)바른손	씨제이엔터테인먼트(주)	청소년관람불가	드라마	봉준호	원빈,김혜자,진구,김홍집,최재원,천우희,박태준,남성호,한지희,김태환,유인수,임성미,오원식,이옥주,윤혜진,임근아
에코	2009-05-28	미국	미국	버티고 엔터테인먼트	(주)프라임엔터테인먼트	15세이상관람가	드라마,공포(호러),미스터리,스릴러	얌 라라나스	제시 브래포드,아멜리아 워너,케빈 두런드
보트	2009-05-28	한국	한국,일본	㈜크라제픽쳐스	(주)스폰지이엔티	15세이상관람가	드라마,액션	김영남	하정우,츠마부키 사토시
우리도 사랑한다	2009-05-28	독일	독일		실버스푼	청소년관람불가	드라마,멜로/로맨스	안드레아스 드레센	우르술라 베르너,호르스테 베스트팔,호르스테 레흐베르그
터미네이터 : 미래전쟁의 시작	2009-05-21	미국	미국	더 할사이온 컴퍼니	롯데쇼핑㈜롯데엔터테인먼트	15세이상관람가	SF,액션	맥지	크리스찬 베일,샘 워싱턴,문 블러드굿,안톤 옐친
코렐라인: 비밀의 문	2009-05-21	미국	미국			전체관람가	애니메이션,가족,판타지,어드벤처,드라마	헨리 셀릭	테리 해처,다코타 패닝
디트로이트 메탈 시티	2009-05-21	일본	일본	토호 컴퍼니	(주)영화사구안	15세이상관람가	코미디	리 토시오	호소다 요시히코,마츠야마 켄이치
보이 A	2009-05-21	영국	영국	필름포	(주)영화사구안	청소년관람불가	드라마,멜로/로맨스,범죄	존 크로울리	앤드류 가필드,피터 뮬란
바다 쪽으로, 한 뼘 더	2009-05-21	한국	한국	엠비씨 드라마넷	㈜인디스토리	전체관람가	드라마	최지영	김예리,박지영,김영재,서봉순,홍종현,한예리,송태근,안슬기,배상희,한영규,김철,이은정
천사와 악마	2009-05-14	미국	미국	콜럼비아 픽쳐스 코포레이션	한국소니픽쳐스릴리징브에나비스타영화㈜	15세이상관람가	미스터리,범죄,스릴러	론 하워드	톰 행크스,이완 맥그리거
김씨표류기	2009-05-14	한국	한국	반짝반짝영화사(주)	(주)시네마서비스	12세이상관람가	코미디,드라마	이해준	정재영,구교환,정려원,강문정,박보영,이성배,임수진,최소영,이규형,양미경,이정애
잘 알지도 못하면서	2009-05-14	한국	한국	(주)영화제작전원사	(주)스폰지이엔티	청소년관람불가	드라마,멜로/로맨스	홍상수	고현정,김태우,엄지원,문창길,강민우,박수민,김수범,이종무
옹박: 더 레전드	2009-05-14	태국	태국		㈜케이디미디어	15세이상관람가	액션	토니 자	토니 자
할로윈:살인마의 탄생	2009-05-14	미국	미국	디멘션 필름즈	(주)성원아이컴	청소년관람불가	공포(호러)	롭 좀비	스카우트 테일러-콤프튼,말콤 맥도웰
싸이보그 그녀	2009-05-14	한국	한국,일본	마루온(주)	(주)넥스트엔터테인먼트월드(NEW)	12세이상관람가	코미디,멜로/로맨스,SF	곽재용	아야세 하루카,코이데 케이스케
악마가 너의 죽음을 알기전에	2009-05-14	미국	미국		(주)아펙스 엔터테인먼트	청소년관람불가	드라마,범죄,스릴러	시드니 루멧	필립 세이무어 호프먼,에단 호크,마리사 토메이,앨버트 피니
길	2009-05-14	한국	한국	푸른영상	시네마달	12세이상관람가	다큐멘터리	김준호	방효태,박영석
살아있는 야생탐험	2009-05-11	이스라엘	이스라엘		씨제이 씨지브이(CJ CGV)(주)	전체관람가	다큐멘터리	오데드 시모니	잭 코헨
글래머 승부사 리카	2009-05-09	일본	일본		씨앤피미디어	청소년관람불가	성인물(에로)	이시카와 지로	우치마야 토오루
스타 트렉: 더 비기닝	2009-05-07	미국	미국		씨제이엔터테인먼트(주)	12세이상관람가	SF,액션,어드벤처	J.J. 에이브럼스	크리스 파인,잭커리 퀸토,칼 어번
나의 판타스틱 데뷔작	2009-05-07	영국	영국,독일,프랑스		예지림엔터테인먼트	12세이상관람가	코미디,드라마,가족	가스 제닝스	빌 밀너,윌 폴터,쥴 시트럭
사랑을 부르는, 파리	2009-05-07	프랑스	프랑스		소서러스어프렌티스(주)	12세이상관람가	코미디,드라마,멜로/로맨스	세드릭 클래피쉬	줄리엣 비노쉬,로맹 뒤리스,줄리 페리어
초코초코 대작전	2009-05-01	일본	일본		롯데쇼핑㈜롯데엔터테인먼트	전체관람가	애니메이션,드라마	하마나 타카유키	토요나가 토시유키,미즈사와 후미에
박쥐	2009-04-30	한국	한국,미국,호주	(주)모호필름	씨제이엔터테인먼트(주)	청소년관람불가	공포(호러),드라마	박찬욱	송강호,김옥빈,신하균,서동수
엑스맨 탄생: 울버린	2009-04-30	미국	미국	이십세기폭스필름코퍼레이션	이십세기폭스코리아(주)	12세이상관람가	SF,액션,판타지	개빈 후드	휴 잭맨,리브 슈라이버,다니엘 헤니,라이언 레이놀즈
케로로 더 무비: 드래곤 워리어	2009-04-30	일본	일본		에이원엔터테인먼트	전체관람가	애니메이션,SF,어드벤처	사토 준이치,야마구치 스스무	코자쿠라 에츠코,나카타 조지
스테이트 오브 플레이	2009-04-30	미국	미국			12세이상관람가	드라마,범죄,스릴러	케빈 맥도널드	러셀 크로우,벤 애플렉,레이첼 맥아덤즈
리틀 비버	2009-04-30	프랑스	프랑스		쇼박스㈜미디어플렉스	전체관람가	가족,어드벤처	필립 칼드롱	브누아 브리에르,유재석,김동현,이계인,이경규
허수아비들의 땅	2009-04-30	한국	한국,프랑스	테디베어 필름,(주)스튜디오이쩜영	(주)스튜디오이쩜영	15세이상관람가	드라마	노경태	김선영,박원주,김화정,김두홍,신예슬,황상연,박현진,서민정,최경락,최광수,윤심경,임독영,윤진주,임영희,장연옥,이미선
패밀리가 간다	2009-04-30	미국	미국		프리비젼엔터테인먼트	12세이상관람가	코미디,드라마,멜로/로맨스,가족	마리우스 발커나스	쉐인 웨스트,릴리 소비에스키
인사동 스캔들	2009-04-29	한국	한국	(주)쌈지	에스케이텔레콤(주)	15세이상관람가	드라마,범죄,액션	박희곤	김래원,엄정화,임하룡,홍수현,박영석,최호진,유성진,최선호,전형준,박송해,정지훈,이해원,이장희,이형주
몬스터 vs 에이리언	2009-04-23	미국	미국	드림웍스 애니메이션	씨제이엔터테인먼트(주)	전체관람가	애니메이션,어드벤처,SF,코미디	롭 레터맨,콘래드 베논	리즈 위더스푼,르네 젤위거,휴 로리,세스 로건,한예슬
제독의 연인	2009-04-23	러시아	러시아		싸이더스 픽쳐스	15세이상관람가	드라마,전쟁	안드레이 크라프추크	엘리자베타 보야르스카야,콘스탄틴 카벤스키
지금, 이대로가 좋아요	2009-04-23	한국	한국	(주)디엔에이프로덕션	(주)스폰지이엔티,스폰지	15세이상관람가	드라마	부지영	공효진,신민아,서인애
블랙 아이스	2009-04-23	핀란드	핀란드		프리비젼엔터테인먼트	청소년관람불가	드라마	페트리 코트비카	오티 마엔파,리아 카타야
7급 공무원	2009-04-22	한국	한국	(주)하리마오픽쳐스,(주)디씨지플러스	롯데쇼핑㈜롯데엔터테인먼트	12세이상관람가	코미디,액션,드라마,범죄	신태라	김하늘,강지환,유승목,강규영,김민국,강신일,장남열,심은혜,박지영,나귀화,서정주,천성일,민홍남,이상욱,박병렬,정경민,이수지,임성현,김재훈,김철남,이가현,서민경,이정선,김은주,손호승
노잉	2009-04-16	미국	미국		(주)넥스트엔터테인먼트월드(NEW)	12세이상관람가	SF,액션,미스터리,드라마	알렉스 프로야스	니콜라스 케이지,로즈 번,챈들러 캔터베리
13구역: 얼티메이텀	2009-04-16	프랑스	프랑스	유로파 Corp.	㈜케이디미디어	15세이상관람가	액션	패트릭 알레산드렝	시릴 라파엘리,데이빗 벨
똥파리	2009-04-16	한국	한국	몰필름	(주)영화사 진진	청소년관람불가	드라마	양익준	양익준,김꽃비,이환,강광희,강병조,손승현,송현정,조민영,김희수,홍지연,박종일,박주현,황명삼,최태연,김이다,심재원,조정희,안병호,안상현,박진영,박해민,정진원,임지영,이동환,사영복,서용석,채영준,김상화,이병성,박나미,박나미,윤은경,임서은,윤종호,임수용,박성국,오은지,오은지,정인옥,오지혜,이안,이준상,김종민,김요환,이한별,김중호
엽문	2009-04-16	홍콩	홍콩	만다린 필름즈 디스트리뷰션	씨제이엔터테인먼트(주)	12세이상관람가	액션,드라마	엽위신	견자단,임달화,웅대림
더블 스파이	2009-04-16	미국	미국,독일	로라 빅포드 프로덕션즈	유니버설픽쳐스인터내셔널 코리아(유)	12세이상관람가	범죄,멜로/로맨스,스릴러	토니 길로이	클라이브 오웬,줄리아 로버츠
매란방	2009-04-16	중국	중국	China Film Group Corporation	에스케이텔레콤(주)	12세이상관람가	드라마,사극,멜로/로맨스	첸 카이거	여명,장쯔이
살기 위하여	2009-04-16	한국	한국	카메라아이필름	시네마달	12세이상관람가	다큐멘터리	이강길	홍성준
내 남자의 아내도 좋아	2009-04-15	스페인	스페인,미국	(Europe) Media Program	(주)씨지브이신도림	15세이상관람가	드라마,멜로/로맨스	우디 알렌	스칼렛 요한슨,페넬로페 크루즈,하비에르 바르뎀,레베카 홀
우리 집에 왜 왔니	2009-04-09	한국	한국	㈜어거스트	롯데쇼핑㈜롯데엔터테인먼트	15세이상관람가	드라마,멜로/로맨스,코미디	황수아	강혜정,박희순,문재원,강다연,허남훈,승리,강현정,유진성,이대영
용의자 X의 헌신	2009-04-09	일본	일본	어뮤즈픽쳐스	(주)넥스트엔터테인먼트월드(NEW)	12세이상관람가	미스터리,스릴러,범죄	니시타니 히로시	후쿠야마 마사하루,츠츠미 신이치,시바사키 코우
미쓰 루시힐	2009-04-09	미국	미국		쇼박스㈜미디어플렉스	12세이상관람가	코미디,멜로/로맨스	조나스 엘머	르네 젤위거,해리 코닉 주니어
안나와 알렉스 : 두자매 이야기	2009-04-09	미국	미국	드림웍스 SKG	씨제이엔터테인먼트(주)	15세이상관람가	공포(호러),스릴러	찰스 가드	에밀리 브라우닝,아리엘 케벨
토마스와 친구들 - 극장판	2009-04-09	영국	영국		(주)코카반	전체관람가	애니메이션,가족	스티브 애스퀴스	피어스 브로스넌
천하무적	2009-04-09	중국	중국	포커스필름프로덕션㈜,미디어 아시아 필름즈	㈜코리아스크린	12세이상관람가	액션,드라마,범죄	펑샤오강	유덕화,유약영
그림자 살인	2009-04-02	한국	한국	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	15세이상관람가	미스터리,스릴러,사극,범죄	박대민	송요셉,황정민,류덕환,오달수,엄지원,홍영근,홍의정,홍의정,신창수,김동길,김경숙,우승연,최광락,정상수,김춘식,최유리,이신우,이경태,김요섭,이정홍
분노의 질주: 더 오리지널	2009-04-02	미국	미국		유니버설픽쳐스인터내셔널 코리아(유)	15세이상관람가	액션	저스틴 린	빈 디젤,폴 워커,미쉘 로드리게즈
신부들의 전쟁	2009-04-02	미국	미국		이십세기폭스코리아(주)	12세이상관람가	코미디,멜로/로맨스	게리 위닉	앤 해서웨이,케이트 허드슨
소명	2009-04-02	한국	한국	신현원프로덕션	(주)영화사구안	전체관람가	다큐멘터리	신현원	강명관,박지훈
더 리더: 책 읽어주는 남자	2009-03-26	미국	미국,독일	미라지 엔터프라이즈	에스케이텔레콤(주)	청소년관람불가	드라마,멜로/로맨스,범죄,전쟁	스티븐 달드리	랄프 파인즈,케이트 윈슬렛,데이빗 크로스
쇼퍼홀릭	2009-03-26	미국	미국	터치스톤 픽쳐스	한국소니픽쳐스릴리징브에나비스타영화㈜	12세이상관람가	코미디,드라마,멜로/로맨스	P.J. 호건	아일라 피셔,휴 댄시,조앤 쿠삭
카오스	2009-03-26	영국	영국,미국,캐나다		싸이더스 픽쳐스	15세이상관람가	액션,드라마,범죄,스릴러	토니 기글리오	제이슨 스타뎀,라이언 필립,웨슬리 스나입스
기프트	2009-03-26	미국	미국		(주)성원아이컴	15세이상관람가	액션,스릴러,미스터리	그렉 마크스	쉐인 웨스트,에드워드 번즈,빙 라메스
번 애프터 리딩	2009-03-26	미국	미국,영국	워킹 타이틀 필름	(주)성원아이컴	청소년관람불가	코미디,범죄	조엘 코엔,에단 코엔	조지 클루니,브래드 피트,프란시스 맥도먼드
여름의 조각들	2009-03-26	프랑스	프랑스	엠케이투 프로덕션즈	(주)영화사구안	12세이상관람가	드라마,가족	올리비에 아사야스	줄리엣 비노쉬,제레미 레니에
인택토	2009-03-26	스페인	스페인		㈜코리아스크린	15세이상관람가	드라마,스릴러	후안 카를로스 프레스나딜로	레오나르도 스바라글리아,유세비오 폰셀라
슬럼독 밀리어네어	2009-03-19	영국	영국,미국		씨제이엔터테인먼트(주)	15세이상관람가	드라마,멜로/로맨스,범죄	대니 보일	데브 파텔,프리다 핀토
푸시	2009-03-19	미국	미국	서미트 엔터티인먼트	롯데쇼핑㈜롯데엔터테인먼트	15세이상관람가	SF,스릴러,드라마	폴 맥기건	크리스 에반스,다코타 패닝,카밀라 벨
실종	2009-03-19	한국	한국	활동사진,모션픽쳐	(주)시너지하우스 (시너지)	청소년관람불가	범죄,스릴러,미스터리	김성홍	문성근,추자현,전세홍,오성수,백설아,허기호
그랜 토리노	2009-03-19	미국	미국		워너브러더스 (주)	12세이상관람가	드라마,범죄,스릴러	클린트 이스트우드	클린트 이스트우드,크리스토퍼 칼리,비 방
엘레지	2009-03-19	미국	미국	레이크쇼어 엔터테인먼트	(주)누리픽쳐스	청소년관람불가	드라마,멜로/로맨스	이자벨 코이셋	벤 킹슬리,페넬로페 크루즈
도쿄 소나타	2009-03-19	일본	일본,홍콩,네덜란드		(주)스폰지이엔티	12세이상관람가	드라마	구로사와 기요시	코야나기 유우,이노와키 카이,코이즈미 쿄코,카가와 테루유키
할매꽃	2009-03-19	한국	한국	푸른영상	㈜인디스토리,시네마달	12세이상관람가	다큐멘터리	문정현	나경순,문정현
단지 유령일 뿐	2009-03-19	독일	독일	아르떼	㈜세종커뮤니케이션스	청소년관람불가	드라마,멜로/로맨스	마틴 집킨스	오거스트 딜,마리아 시몬,프리치 하벌란트
드래곤볼 에볼루션	2009-03-12	미국	미국	이십세기폭스필름코퍼레이션	이십세기폭스코리아(주)	전체관람가	액션,어드벤처,SF,가족	제임스 왕	저스틴 채트윈,주윤발,에미 로섬,제임스 마스터스
뉴욕은 언제나 사랑 중	2009-03-12	미국	미국		싸이더스 픽쳐스	15세이상관람가	멜로/로맨스,코미디	그리핀 던	우마 서먼,콜린 퍼스,제프리 딘 모건
13일의 금요일	2009-03-12	미국	미국		씨제이엔터테인먼트(주)	청소년관람불가	공포(호러)	마커스 니스펠	제러드 파달렉키,다니엘 파나베이커,아만다 라이거티
부그와 엘리엇 2	2009-03-12	미국	미국	소니 픽쳐스 애니메이션	소서러스어프렌티스(주)	전체관람가	애니메이션,코미디,드라마,어드벤처	매튜 오칼라헌	조엘 맥헤일,마이크 엡스
숏버스	2009-03-12	미국	미국		실버스푼	청소년관람불가	드라마	존 카메론 밋첼	숙인 리,폴 도슨
스트레인저: 무황인담	2009-03-12	일본	일본		미디어소프트	15세이상관람가	애니메이션,액션,어드벤처	안도 마사히로	치넨 유리,나가세 토모야,오츠카 아키오,타케나카 나오토
보이 걸 씽	2009-03-12	영국	영국,캐나다		(주)영화사구안	15세이상관람가	코미디,멜로/로맨스,판타지	닉 허랜	사마이어 암스트롱,케빈 지거스
어떤 개인 날	2009-03-12	한국	한국	한국영화아카데미	씨제이엔터테인먼트(주)	12세이상관람가	드라마	이숙경,고태정	김보영,지정남,김활란,김효선,신경희,최정윤,최정은,신진희,박종훈,김한성,강주리,이상유,구교선,김성혜,이선용,최연신,김숙자,김진한,양현승,이진욱,김종준,양선주,이정,김지선,이종현,박주형
