Movie_Title	Release_Date	Revenue	Spectator_Number	Screen_Number	Play_Number	Nationality	All_Nationality	Distributor
공작부인:세기의 스캔들	2008-10-16	1594405000	250611	193	13417	미국	미국,영국	(주)넥스트엔터테인먼트월드(NEW)
공정사회	2013-04-18	97601000	14520	37	1355	한국	한국	(주)엣나인필름
공주와 개구리	2010-01-21	705236000	103972	80	3147	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
공필두	2006-05-11	958576600	160208	164	8269	한국	한국	쇼박스㈜미디어플렉스
과거가 없는 남자	2005-10-14	12824500	1967	1	175	핀란드	핀란드	(주)영화랑
과거가 없는 남자	2005-10-14	2110000	425	1	19	핀란드	핀란드	(주)영화랑
과거는 낯선 나라다	2008-03-06	3005700	464	2	116	한국	한국	KT&G 시네마 상상마당
과속스캔들	2008-12-03	28506879500	4361509	408	62296	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
과속스캔들	2008-12-03	25293891900	3861757	371	83259	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
관계	2014-08-27	10652000	2146	19	47	한국	한국	브릿지웍스 엔터테인먼트(주)
관능의 법칙	2014-02-13	5858771500	781516	591	30630	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
관상	2013-09-11	66005427500	9134581	1240	125073	한국	한국	쇼박스㈜미디어플렉스
관상	2013-09-11	2106000	959	1	30	한국	한국	쇼박스㈜미디어플렉스
관타나모로 가는 길	2007-08-23	6449000	984	1	63	영국	영국	스폰지
광대를 위한 슬픈 발라드	2012-08-09	11415000	1653	8	167	스페인	스페인,프랑스	오드
광식이 동생 광태	2005-11-23	12808604009	2024424	276	35674	한국	한국	(주)엠케이픽처스
광식이 동생 광태	2005-11-23	2661000	394	1	95	한국	한국	(주)엠케이픽처스
광해, 왕이 된 남자	2012-09-13	88899448769	12319390	1001	203400	한국	한국	씨제이이앤엠(주)
광해, 왕이 된 남자	2012-09-13	8278000	3901	1	28	한국	한국	씨제이이앤엠(주)
괜찮아 3반	2013-09-05	12091000	1948	21	193	일본	일본	(주)팝엔터테인먼트
괜찮아 울지마	2007-08-30	11804500	1868	1	92	한국	한국	(주)유레카픽쳐스
괴물	2006-07-27	66715713300	10917153	647	113073	한국	한국	쇼박스㈜미디어플렉스
구구는 고양이다	2008-10-16	261196500	38338	13	1055	일본	일본	씨제이엔터테인먼트(주)
구구는 고양이다	2008-10-16	4328000	665	3	49	일본	일본	씨제이엔터테인먼트(주)
구르믈 버서난 달처럼	2010-04-28	10241716500	1383867	506	48314	한국	한국	에스케이텔레콤(주)
구름의 남쪽	2005-07-08	2074500	411	2	18	중국	중국	씨제이엔터테인먼트(주)
구미호 가족	2006-09-28	877984800	141610	140	8104	한국	한국	(주)엠케이픽처스
구세주	2006-02-16	10087308700	1621131	206	31939	한국	한국	쇼이스트(주)
구세주 2	2009-02-26	773088000	117006	228	10376	한국	한국	씨제이엔터테인먼트(주)
구타유발자들	2006-05-31	934380300	143061	123	5497	한국	한국	(주)프라임엔터테인먼트
구화영웅	2014-06-26	1245000	600	2	4	중국	중국	(주)소나무픽쳐스
국가대표	2009-07-29	57570773000	8035181	570	131671	한국	한국	쇼박스㈜미디어플렉스
국가대표 완결판-못 다한 이야기	2009-09-10	2647781500	357436	82	8509	한국	한국	쇼박스㈜미디어플렉스
국경의 남쪽	2006-05-04	1431751800	227304	228	12643	한국	한국	씨제이엔터테인먼트(주)
군도: 민란의 시대	2014-07-23	36984704999	4774717	1394	67236	한국	한국	쇼박스㈜미디어플렉스
군사통제구역 팔이공지대	2013-07-25	5950000	813	3	14	한국	한국	골든타이드픽처스(주)
굿 럭 척	2008-01-17	8028000	1102	1	45	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
굿 우먼	2005-12-08	2132500	345	1	27	미국	미국,스페인,룩셈부르크,영국	(주)액티버스엔터테인먼트
굿나잇	2008-01-24	36315500	5263	5	265	미국	미국	시네마밸리
굿나잇 앤 굿럭	2006-03-16	72709600	11125	14	715	미국	미국	(주)유레카픽쳐스
굿닥터	2012-12-06	7107500	961	18	207	미국	미국	(주)마인스 엔터테인먼트
굿닥터	2012-12-06	1275000	600	1	3	미국	미국	(주)마인스 엔터테인먼트
굿모닝 맨하탄	2014-02-06	225001000	31334	99	1598	인도	인도	(주)인벤트스톤
굿모닝 에브리원	2011-03-17	1562415000	202667	148	9067	미국	미국	씨제이이앤엠(주)
굿모닝 프레지던트	2009-10-22	18567863300	2554960	586	69955	한국	한국	씨제이엔터테인먼트(주)
굿모닝, 나잇	2006-12-01	4605000	676	1	73	이탈리아	이탈리아	(주)이모션픽처스
굿'바이	2008-10-30	853759500	137529	170	7886	일본	일본	㈜케이디미디어
굿'바이	2008-10-30	36316500	5207	12	364	일본	일본	㈜케이디미디어
굿바이 그레이스	2009-10-22	9898000	1341	2	114	미국	미국	(주)영화사구안
굿바이 보이	2011-06-02	22970000	3071	16	475	한국	한국	㈜인디스토리
굿바이 초콜릿	2009-10-15	2426000	306	1	47	미국	미국	실버스푼
굿바이 홈런	2013-02-14	13659400	2057	12	281	한국	한국	시네마달
굿바이, 평양	2011-03-03	20887500	2969	12	551	한국	한국	(주)키노아이디엠씨
굿셰퍼드	2007-04-19	569247000	87834	89	3812	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
궁녀	2007-10-18	9038167500	1358883	368	42096	한국	한국	(주)시네마서비스
권법 쿵푸의 신	2013-08-02	3469000	1652	1	7	홍콩	홍콩	(주)소나무픽쳐스
권순분여사 납치사건	2007-09-12	9807862000	1514708	397	46725	한국	한국	(주)시네마서비스
권태	2005-06-17	67067500	9747	2	265	프랑스	프랑스	㈜영화사 백두대간
궤도	2008-07-11	2284500	379	2	83	한국	한국	스튜디오느림보
귀 鬼	2010-06-10	94872000	13107	30	1067	한국	한국	씨제이엔터테인먼트(주)
귀를 기울이면	2007-11-22	47062000	6936	1	176	일본	일본	대원미디어㈜
귀신을 보는 눈: 동안	2014-04-24	1115000	352	5	22	홍콩	홍콩	스크린조이
귀신이 산다	2004-09-17	11898748500	1875936	174	27936	한국	한국	(주)시네마서비스
귀없는 토끼	2009-11-19	58781000	7423	25	704	독일	독일	씨제이엔터테인먼트(주)
귀여워	2004-11-26	325502500	50874	89	3316	한국	한국	(주)튜브엔터테인먼트
귀여워	2004-11-26	1689500	392	1	8	한국	한국	(주)튜브엔터테인먼트
귀향	2006-09-21	176741500	25942	8	755	스페인	스페인	(주)스폰지이엔티
그 강아지 그 고양이	2013-12-12	31283500	4146	33	372	한국	한국	씨제이이앤엠(주)
그 강아지 그 고양이	2013-12-12	1422000	317	2	12	한국	한국	씨제이이앤엠(주)
그 남자가 아내에게	2010-08-26	53232500	7214	5	351	일본	일본	(주)영화사 진진
그 남자의 사랑법	2013-05-09	31305500	4103	28	392	인도	인도	싸이더스 픽쳐스
그 남자의 책 198쪽	2008-10-23	587173500	93445	221	9355	한국	한국	(주)성원아이컴
그 사람 추기경	2014-08-06	93188100	13381	43	757	한국	한국	(주)씨타마운틴픽쳐스
그 시절, 우리가 좋아했던 소녀	2012-08-22	248649570	35035	113	2227	대만	대만	씨너스엔터테인먼트(주),㈜미로비젼
그 여름 가장 조용한 바다	2004-08-13	18894000	3102	1	56	일본	일본	(주)스폰지이엔티
그 여자 그 남자의 속사정	2013-01-31	3747000	539	5	63	한국	한국	어뮤즈
그 여자 작사 그 남자 작곡	2007-02-28	6759412500	1063950	153	28830	미국	미국	워너브러더스 (주)
그 참을 수 없는 맛	2014-07-09	8138000	1697	21	43	한국	한국	(주)케이알씨지
그날 본 꽃의 이름을 우리는 아직 모른다	2014-02-20	281962500	39349	49	1356	일본	일본	(주)박수엔터테인먼트
그녀	2014-05-22	2852423000	349783	168	9947	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
그녀가 떠날 때	2012-03-29	52898500	6909	13	471	독일	독일	(주)스크린와이즈
그녀가 부른다	2013-12-26	12535000	2150	32	55	한국	한국	(주)미디어데이
그녀가 부른다	2013-12-26	4012600	652	5	70	한국	한국	(주)미디어데이
그녀는 날 싫어해	2006-11-02	31908500	4983	11	473	미국	미국	프리비젼엔터테인먼트
그녀는 예뻤다	2008-06-12	28789500	4201	14	534	한국	한국	씨제이엔터테인먼트(주)
그녀는 요술쟁이	2005-08-25	1501346500	234899	115	7604	미국	미국	소니픽쳐스릴리징코리아
그녀들의 방	2009-03-12	2810500	424	2	52	한국	한국	씨제이엔터테인먼트(주)
그녀를 모르면 간첩	2004-01-30	187798000	30435	22	822	한국	한국	쇼박스㈜미디어플렉스
그녀를 믿지 마세요	2004-02-20	1859615500	298221	25	4664	한국	한국	(주)시네마서비스
그녀의 연기	2013-06-13	8692500	1762	7	187	한국	한국	㈜인디스토리
그놈 목소리	2007-02-01	17598617600	2972299	498	48673	한국	한국	씨제이엔터테인먼트(주)
그놈은 멋있었다	2004-07-22	2309055500	372591	77	5425	한국	한국	프라임픽쳐스
그는 당신에게 반하지 않았다	2009-02-12	6375549000	935168	354	27237	미국	미국	(주)넥스트엔터테인먼트월드(NEW)
그대를 사랑합니다	2011-02-17	12041827000	1645505	292	57869	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
그대를 사랑합니다	2011-02-17	5393000	2212	1	32	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
그대를 사랑합니다	2011-02-17	3372000	1584	1	43	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
그댄 나의 뱀파이어	2014-06-12	22429000	3054	14	243	한국	한국	(주)씨타마운틴픽쳐스
그들 각자의 영화관	2008-05-15	76259500	11285	10	755	프랑스	프랑스	(주)유레카픽쳐스
그때 거기 있었습니까?	2008-01-03	11277000	1673	2	277	루마니아	루마니아	(주)이모션픽처스
그때 그 사람들	2005-02-03	5777895500	890601	140	16471	한국	한국	(주)엠케이픽처스
그랑블루 리마스터링 감독판	2013-07-25	163350079	21385	34	713	프랑스	프랑스,이탈리아	(주)팝파트너스
그랑프리	2010-09-16	1219746000	167024	232	13100	한국	한국	싸이더스 픽쳐스
그래도 내가 하지 않았어	2008-12-11	8785000	1332	4	102	일본	일본	서울엠피필름(주)
그래도 내가 하지 않았어	2008-12-11	3050000	501	1	45	일본	일본	서울엠피필름(주)
그래비티	2013-10-17	31214018600	3194693	636	80584	미국	미국	워너브러더스 (주)
그래비티	2013-10-17	272266000	32954	25	1047	미국	미국	워너브러더스 (주)
그랜 토리노	2009-03-19	903254500	134650	109	7503	미국	미국	워너브러더스 (주)
그랜드 부다페스트 호텔	2014-03-20	6014299982	773887	241	26356	미국	미국,독일	이십세기폭스코리아(주)
그랜드 센트럴	2014-09-18	13491500	1911	12	188	프랑스	프랑스, 오스트리아	(주)씨에이씨엔터테인먼트
그랜드 피아노	2014-04-17	149337000	20961	95	1165	스페인	스페인	와이드 릴리즈(주)
그렇게 아버지가 된다	2013-12-19	569786700	74630	57	2620	일본	일본	(주)티캐스트콘텐츠허브
그렇게 아버지가 된다	2013-12-19	371549562	49287	41	1272	일본	일본	(주)티캐스트콘텐츠허브
그레이브 인카운터	2012-08-01	286146000	40515	63	1400	캐나다	캐나다	(주)팝엔터테인먼트
그레이스 오브 모나코	2014-06-18	1752777200	237136	358	13077	프랑스	프랑스,미국,벨기에,이탈리아	쇼박스㈜미디어플렉스
그레이시 스토리	2008-03-27	85848000	13925	90	2313	미국	미국	㈜미로비젼
그레이트 뷰티	2014-06-12	330489373	42879	61	1751	이탈리아	이탈리아,프랑스	(주)영화사 진진
그루지	2005-05-26	3412668000	553014	124	15369	일본	일본	(주)튜브엔터테인먼트
그루지 2	2006-11-16	781766000	137352	142	7213	미국	미국	(주)프라임엔터테인먼트
그루지 3	2009-08-27	211032000	27489	57	2223	미국	미국	㈜케이디미디어
그르바비차	2008-01-03	22129000	3220	1	120	보스니아	보스니아	위드시네마
그리고 싶은 것	2013-08-15	30514800	4859	23	529	한국	한국	(주)시네마달
그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습	2005-07-28	120106500	21177	53	1318	한국	한국	(주)스폰지이엔티,스폰지
그린 존	2010-03-25	4460075000	596403	268	27563	미국	미국	싸이더스 픽쳐스
그린 호넷	2011-01-27	2152644900	195933	316	11311	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
그린랜턴: 반지의 선택	2011-06-16	1651783500	216676	345	14670	미국	미국	워너브러더스 (주)
그림자	2007-10-18	1818500	310	1	51	한국	한국	(주)스폰지이엔티
그림자 살인	2009-04-02	12659065000	1892467	387	54046	한국	한국	씨제이엔터테인먼트(주)
그림자 애인	2013-04-25	6546500	1013	22	227	중국	중국	브릿지웍스 엔터테인먼트(주)
그림형제 : 마르바덴 숲의 전설	2005-11-17	4587244000	723385	183	16690	미국	미국	쇼이스트(주)
그을린 사랑	2011-07-21	525399800	66821	22	1802	캐나다	캐나다	(주)티캐스트
그을린 사랑	2011-07-21	6740500	1007	2	29	캐나다	캐나다	(주)티캐스트
그해 여름	2006-11-30	1744090200	290564	283	13164	한국	한국	쇼박스㈜미디어플렉스
극락도 살인사건	2007-04-12	13328932000	2079989	368	54098	한국	한국	(주)엠케이픽처스 ,(주)두엔터테인먼트
극장전	2005-05-26	262191500	39407	28	2301	한국	한국	영화사청어람(주)
극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전	2014-01-23	405278000	59611	183	1952	일본	일본	롯데쇼핑㈜롯데엔터테인먼트
극장판 꽃이 피는 첫걸음 : 홈 스위트 홈	2014-07-17	17171000	2329	15	250	일본	일본	(주)머스트씨무비릴리징컴퍼니
극장판 나루토 질풍전: 로드 투 닌자	2013-02-21	200268500	30123	72	941	일본	일본	씨너스엔터테인먼트(주)
극장판 날아라! 호빵맨 : 바나나섬을 되찾아줘	2014-06-19	104193000	15382	235	1379	일본	일본	와이드 릴리즈(주)
극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처	2012-07-25	1071505500	165640	184	4003	일본	일본	롯데쇼핑㈜롯데엔터테인먼트
극장판 도라에몽: 진구와 철인군단 날아라 천사들	2011-07-28	937570000	138277	154	3335	일본	일본	에이원엔터테인먼트
극장판 도라에몽: 진구의 공룡대탐험	2009-07-15	1461905000	225087	145	6214	일본	일본	대원미디어㈜
극장판 도라에몽: 진구의 비밀도구 박물관	2013-07-25	780545500	122172	239	3555	일본	일본	롯데쇼핑㈜롯데엔터테인먼트
극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~	2014-09-04	1200164300	168172	277	4041	일본	일본	이수C&E
극장판 도라에몽: 진구의 인어대해전	2010-07-28	1741701000	260701	140	5639	일본	일본	씨제이엔터테인먼트(주)
극장판 도라에몽:진구의 마계대모험 7인의 마법사	2008-07-17	1903393500	315809	83	5887	일본	일본	대원미디어㈜
극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!	2014-08-07	144062800	21939	91	954	한국	한국	메가박스(주)플러스엠
극장판 루팡 3세 VS 명탐정 코난	2014-05-29	1585872205	225842	327	5429	일본	일본	씨제이이앤엠(주)
극장판 마법소녀 마도카 마기카(전편): 시작의 이야기	2013-07-20	48706000	5916	12	54	일본	일본	(주)미디어데이
극장판 마법소녀 마도카 마기카(후편): 영원의 이야기	2013-07-20	45484500	5561	12	50	일본	일본	(주)미디어데이
극장판 메이저 : 우정의 강속구	2011-10-20	76298000	12050	105	967	일본	일본	에이원엔터테인먼트
극장판 메탈 베이블레이드 VS 태양 작열의 침략자 솔블레이즈	2011-01-05	474061500	70065	120	2749	일본	일본	(주)미디어데이
극장판 베르세르크: 황금 시대편Ⅲ ? 강림	2013-04-11	47388500	6264	13	426	일본	일본	(주)스마일이엔티
극장판 슈타인즈 게이트: 부하영역의 데자뷰	2013-12-05	34586500	4726	23	245	일본	일본	에이원엔터테인먼트
극장판 썬더일레븐 GO VS 골판지 전사 W	2013-06-05	240929500	36492	99	1061	일본	일본	씨제이이앤엠(주)
극장판 썬더일레븐GO : 궁극의 우정 그리폰	2012-05-24	574947000	84255	243	2849	일본	일본	에이원엔터테인먼트
극장판 아따맘마3D : 엄마는 초능력자	2011-09-08	403381000	60368	123	2228	일본	일본	씨너스엔터테인먼트(주)
극장판 요술공주 밍키: 꿈 속의 윤무	2013-11-14	35856500	5438	105	500	일본	일본	에이원엔터테인먼트
극장판 유희왕 : 시공을 초월한 우정	2011-02-24	590209500	60371	103	2752	일본	일본	대원미디어㈜
극장판 쥬얼펫: 스위트댄스 프린세스	2013-11-07	26768000	4277	41	405	일본	일본	(주)머스트씨무비릴리징컴퍼니
극장판 테니스의 왕자 : 영국식 테니스성 결전	2011-12-15	13132000	1794	5	152	일본	일본	(주)미디어데이
극장판 토리코 : 미식신의 스페셜메뉴	2013-11-28	83206000	12635	38	351	일본	일본	(주)미디어데이
극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~	2014-10-02	1305042400	179458	363	5289	일본	일본	이수C&E
