Movie_Title	Release_Date	Revenue	Spectator_Number	Screen_Number	Play_Number	Nationality	All_Nationality	Distributor
스켈리톤 키	2005-08-25	305067000	46971	89	2833	미국	미국	UIP코리아
스콘드: 잔혹 불륜사	2013-11-14	2545000	318	4	16	미국	미국	미디어브로스(주)
스쿠비-두2 : 몬스터 대소동	2004-04-30	118785500	18954	12	605	미국	미국	워너브러더스 (주)
스쿠프	2007-02-01	380178500	59618	92	3186	영국	영국	(주)엠케이픽처스
스쿨 오브 락	2004-02-27	178647500	28186	19	733	미국	미국	UIP코리아
스퀴시랜드	2014-06-04	38111300	5473	55	443	한국	한국	(주)인벤트스톤
스크림 4G	2011-06-09	367661000	46723	163	3922	미국	미국	(주)시너지하우스 (시너지)
스타 트렉: 더 비기닝	2009-05-07	7247898500	1085281	391	31957	미국	미국	씨제이엔터테인먼트(주)
스타: 빛나는 사랑	2012-10-11	4382000	577	5	73	한국	한국	(주)씨타마운틴픽쳐스
스타더스트	2007-08-15	5504267500	847766	177	17596	미국	미국	씨제이엔터테인먼트(주)
스타렛	2014-02-20	6216000	889	3	33	미국	미국	노바엔터테인먼트
스타로부터 스무 발자국	2014-05-15	55280400	7004	21	538	미국	미국	(주)나이너스엔터테인먼트
스타스키와 허치	2004-04-30	93939500	14212	28	909	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
스타워즈 : 클론 전쟁	2008-09-04	649361000	105758	213	7562	미국	미국	워너브러더스 (주)
스타워즈 에피소드3 - 시스의복수	2005-05-26	9325891000	1464792	272	28465	미국	미국	이십세기폭스필름코퍼레이션
스타트 포 텐	2007-12-06	3136500	451	2	72	영국	영국	라인트리엔터테인먼트
스타트렉 다크니스	2013-05-30	12964828000	1605271	607	40504	미국	미국	씨제이이앤엠(주)
스타트렉 다크니스	2013-05-30	21861500	2284	4	59	미국	미국	씨제이이앤엠(주)
스태쉬 하우스	2013-05-30	3518000	1674	1	7	미국	미국	(주)소나무픽쳐스
스탠리의 도시락	2012-03-08	315477000	47208	164	3003	인도	인도	타임스토리그룹(주)
스탠리의 도시락	2012-03-08	2338000	421	1	2	인도	인도	타임스토리그룹(주)
스턱 인 러브	2014-02-20	105165000	15147	46	533	미국	미국	(주)앤드플러스미디어웍스
스테이	2005-11-03	199788000	31127	56	1691	미국	미국	이십세기폭스필름코퍼레이션
스테이션 에이전트	2006-01-27	19705400	2989	1	111	미국	미국	(주)동숭아트센터
스테이지 뷰티	2007-10-03	141693000	21114	21	1374	영국	영국	㈜메가박스
스테이트 오브 플레이	2009-04-30	980130500	147737	209	7891	미국	미국	
스텔스	2005-07-28	3364375000	532360	175	12135	미국	미국	소니픽쳐스릴리징코리아
스텝 업	2006-11-23	2133857500	363402	147	11936	미국	미국	㈜스튜디오이쩜영
스텝 업	2006-11-23	3336500	519	1	44	미국	미국	㈜스튜디오이쩜영
스텝 업	2006-11-23	1509000	302	1	13	미국	미국	㈜스튜디오이쩜영
스텝 업 3D	2010-08-05	7345439000	671845	250	14805	미국	미국	(주)화앤담이엔티
스텝 업: 올 인	2014-09-03	4333394134	564077	325	15367	미국	미국	(주)나이너스엔터테인먼트
스텝업 2 : 더 스트리트	2008-03-13	6869402500	1044659	280	36876	미국	미국	㈜스튜디오이쩜영
스텝업4 : 레볼루션	2012-08-15	7157894000	953871	281	23522	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
스텝포드 와이프	2004-10-01	1139648500	171805	39	4377	미국	미국	씨제이엔터테인먼트(주)
스토커	2013-02-28	2829265174	378874	329	15590	미국	미국	이십세기폭스코리아(주)
스톤	2011-10-06	118007000	15455	77	1780	미국	미국	KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)
스톤	2014-06-12	121058400	18050	148	1889	한국	한국	씨너스엔터테인먼트(주)
스톨른	2013-07-31	17036000	5161	17	147	미국	미국	(주)팝파트너스
스톰 둠스데이	2014-10-01	5374000	1237	20	34	미국	미국	(주)케이알씨지
스트레스를 부르는 그 이름 직장상사	2011-11-17	404070500	51646	117	4412	미국	미국	워너브러더스 (주)
스트레인저 인사이드	2013-09-26	8705000	1612	5	29	덴마크	덴마크	(주)미디어데이
스트레인저: 무황인담	2009-03-12	7302000	1126	7	220	일본	일본	미디어소프트
스트리트 댄스 2: 라틴배틀	2012-07-12	281712000	39394	133	2835	영국	영국	판씨네마㈜
스트리트 킹	2008-04-17	1781772500	272501	242	17274	미국	미국	이십세기폭스코리아(주)
스트리트댄스	2010-06-16	1424994000	127629	214	10192	영국	영국	(주)시너지하우스 (시너지)
스트릿 오브 블러드	2013-09-13	1845000	369	2	3	미국	미국	(주)인피니티엔터테인먼트
스티븐 시걸의 CIA	2014-03-20	2290000	1120	5	13	미국	미국	(주)소나무픽쳐스
스티븐 시걸의 리벤지	2013-06-28	3459000	1652	1	7	미국	미국	(주)소나무픽쳐스
스티븐 시걸의 비밀경찰	2014-01-29	10311000	5078	5	27	미국	미국	(주)소나무픽쳐스
스틸 라이프	2014-06-05	39029400	5391	19	379	영국	영국,이탈리아	(주)드림웨스트픽쳐스
스틸라이프	2007-06-14	71392500	10416	3	229	홍콩	홍콩	위드시네마
스팀보이	2005-08-04	351318000	55915	22	1598	일본	일본	대원씨앤에이홀딩스
스팀보이	2005-08-04	16035500	2778	3	127	일본	일본	대원씨앤에이홀딩스
스파이	2013-09-05	24509278305	3435802	785	72796	한국	한국	씨제이이앤엠(주)
스파이 넥스트 도어	2011-12-15	14737000	2039	19	375	미국	미국	(주)넥스트엔터테인먼트월드(NEW)
스파이 키드 3D	2004-02-13	39779500	6530	3	113	미국	미국	씨제이엔터테인먼트(주)
스파이 파파	2011-10-27	3426500	484	6	109	한국	한국	(주)마노엔터테인먼트
스파이더	2005-03-11	7262500	1082	1	83	캐나다	캐나다	(주)동숭아트센터
스파이더 릴리	2007-06-21	5375000	773	1	37	홍콩	홍콩	㈜영화사 백두대간
스파이더맨 2	2004-06-30	9632422500	1506199	198	18165	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
스파이더맨 3	2007-05-01	29511658000	4592309	806	79966	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
스파이더위크가의 비밀	2008-02-14	4131788500	676155	185	20125	미국	미국	씨제이엔터테인먼트(주)
스파이크	2013-12-05	151066500	25158	159	1199	프랑스	프랑스	예지림엔터테인먼트,선필름
스페셜 포스	2012-06-21	3102000	416	3	51	프랑스	프랑스	(주)팝엔터테인먼트
스페어	2008-08-28	299645000	45282	62	2900	한국	한국	(주)필름더데이즈
스페이스 독	2012-03-22	282088000	42720	148	1630	러시아	러시아	예지림엔터테인먼트
스페이스 침스 - 자톡의 역습 3D	2010-08-19	210060100	22655	84	1529	미국	미국	㈜케이디미디어
스페이스 침스:우주선을 찾아서	2008-07-17	1568757000	269947	175	8475	미국	미국	(주)성원아이컴
스프링 브레이커스	2013-07-25	6612000	818	2	65	미국	미국	(주)누리픽쳐스
스플라이스	2010-07-01	1263923500	162760	127	7375	캐나다	캐나다	(주)화천공사
스피드 레이서	2008-05-08	5215502000	798718	412	26555	미국	미국	워너브러더스 (주)
슬기로운 해법	2014-05-15	30773600	4520	18	463	한국	한국	(주)시네마달
슬랩스틱 브라더스	2012-02-09	13743000	1808	13	265	일본	일본	(주)키노아이디엠씨
슬럼독 밀리어네어	2009-03-19	7343041500	1106420	201	32738	영국	영국,미국	씨제이엔터테인먼트(주)
슬로우 비디오	2014-10-02	8198770019	1071107	618	33802	한국	한국	이십세기폭스코리아(주)
슬리핑 뷰티	2008-10-23	2109000	337	4	80	한국	한국	(주)키노아이디엠씨
슬리핑 뷰티	2011-10-20	10369000	1376	8	179	호주	호주	(주)씨타마운틴픽쳐스
슬립리스 나이트	2013-07-11	3684000	1528	1	9	프랑스	프랑스,벨기에,룩셈부르크	(주)소나무픽쳐스
슬픔보다 더 슬픈 이야기	2009-03-11	4724214000	715800	353	35118	한국	한국	쇼박스㈜미디어플렉스
시	2010-05-13	1543441350	218514	165	11711	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
시간	2006-08-24	182139100	27923	12	1140	한국	한국	스폰지
시간 여행자의 아내	2009-10-28	5402979500	728149	282	33304	미국	미국	(주)넥스트엔터테인먼트월드(NEW)
시간을 달리는 소녀	2007-06-14	365234500	57126	8	1157	일본	일본	씨제이엔터테인먼트(주)
시간을 달리는 소녀	2011-03-24	21057000	2886	13	380	일본	일본	예지림엔터테인먼트
시간을 달리는 소녀	2007-06-14	8316000	1585	3	66	일본	일본	씨제이엔터테인먼트(주)
시간의 숲	2012-04-19	12000000	1556	5	154	한국	한국	씨제이이앤엠(주)
시간의 춤	2009-12-03	39141500	5429	16	534	한국	한국	㈜인디스토리
시간의 춤	2009-12-03	7058500	1018	2	52	한국	한국	㈜인디스토리
시네도키, 뉴욕	2010-01-07	36030000	4921	5	387	미국	미국	(주)스폰지이엔티
시네마정동-해리포터와불사조기사단,다이하드4,트랜스포머	2007-07-17	9892000	886	2	10	미국	미국	
시라노; 연애조작단	2010-09-16	19838369000	2684783	415	77736	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
시리아나	2006-03-30	524490200	82488	90	4112	미국	미국	워너브러더스 (주)
시리어스 맨	2010-03-25	63671800	8450	9	537	미국	미국	(주)스폰지이엔티
시리어스 맨	2010-03-25	3902900	526	3	16	미국	미국	(주)스폰지이엔티
시바, 인생을 던져	2013-12-19	20760400	2685	11	135	한국	한국	(주)인디플러그
시바, 인생을 던져	2013-12-19	17078000	2341	14	279	한국	한국	(주)인디플러그
시선	2014-04-16	92023000	12950	112	1696	한국	한국	(주)나이너스엔터테인먼트
시선 1318	2009-06-11	29746500	4654	14	498	한국	한국	㈜영화사 백두대간
시선 너머	2011-04-28	12885900	1729	8	208	한국	한국	㈜인디스토리
시선 너머	2011-04-28	8113000	1589	2	9	한국	한국	㈜인디스토리
시스터	2012-08-09	90311000	12122	22	598	프랑스	프랑스,스위스	그린나래미디어(주)
시스터 스마일	2010-04-29	6385000	811	2	94	벨기에	벨기에,프랑스	우성엔터테인먼트
시실리 : 피의 전쟁	2014-08-20	5612000	1164	20	30	미국	미국	스크린조이
시실리 2km	2004-08-13	8049487000	1263196	86	16919	한국	한국	쇼박스㈜미디어플렉스
시작은 키스!	2012-06-14	251140000	32751	29	1151	프랑스	프랑스	판씨네마㈜
시저는 죽어야 한다	2013-05-02	34826000	4790	16	377	이탈리아	이탈리아	(주)에스와이코마드
시절인연	2014-01-01	52344000	6755	24	484	중국	중국	(주)드림웨스트픽쳐스
시즌 오브 더 위치: 마녀 호송단	2011-01-13	3277434500	435201	220	14539	미국	미국	(주)넥스트엔터테인먼트월드(NEW)
시체 전문 처리반 - 스머글러	2013-09-05	11507000	1641	6	32	일본	일본	(주)미디어데이
시체가 돌아왔다	2012-03-29	7360631000	986923	435	36705	한국	한국	씨제이이앤엠(주)
시크릿	2013-08-29	9339000	1330	5	26	미국	미국	(주)미디어데이
시크릿	2009-12-03	7951016500	1042613	408	34398	한국	한국	씨제이엔터테인먼트(주)
시크릿	2009-12-03	6635000	989	5	81	한국	한국	씨제이엔터테인먼트(주)
시티 오브 갓	2005-11-04	42720000	6235	7	263	미국	미국	프리비젼엔터테인먼트
시티 오브 갓	2005-11-04	2827500	578	1	18	미국	미국	프리비젼엔터테인먼트
시티즌 독	2006-03-09	54341500	8364	7	470	태국	태국	씨제이엔터테인먼트(주)
식객	2007-11-01	18972140500	2963196	406	67138	한국	한국	씨제이엔터테인먼트(주)
식객	2007-11-01	7172000	1178	2	161	한국	한국	씨제이엔터테인먼트(주)
식객2 : 김치전쟁	2010-01-28	3243969500	462714	347	22753	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
식스 블릿츠: 분노의 추적	2013-08-16	3501000	1648	1	10	미국	미국	(주)소나무픽쳐스
식스틴블럭	2006-04-20	1776130000	280753	128	8904	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
식코	2008-04-03	245434000	37900	30	2032	미국	미국	(주)스폰지이엔티
신검전설	2013-07-24	7000000	1400	8	28	중국	중국,홍콩	(주)수키픽쳐스
신과 나눈 이야기	2007-12-27	2442000	363	2	68	미국	미국	(주)부귀영화
신과 인간	2012-01-19	127213500	17599	5	712	프랑스	프랑스	㈜영화사 백두대간
신기전	2008-09-04	24326353000	3728430	585	78462	한국	한국	씨제이엔터테인먼트(주)
신나는 동물농장(애니)	2007-01-18	744049500	137630	108	3979	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
신데렐라	2006-08-17	3334168500	555582	181	14364	한국	한국	쇼박스㈜미디어플렉스
신데렐라맨	2005-09-15	2561822500	405215	145	9476	미국	미국	브에나비스타인터내셔널코리아
신들의 전쟁	2011-11-10	11726682000	1338411	525	46169	미국	미국	(주)넥스트엔터테인먼트월드(NEW)
신밧드의 7대 모험	2013-08-08	5180000	2040	5	26	미국	미국	(주)케이알씨지
신부들의 전쟁	2009-04-02	675067500	103501	207	11351	미국	미국	이십세기폭스코리아(주)
신부수업	2004-08-05	4255753000	675521	113	9931	한국	한국	코리아픽쳐스(주)
신부의 수상한 여행가방	2009-10-29	62607000	8326	15	950	일본	일본	씨제이엔터테인먼트(주)
신부의 아이들	2014-04-17	4427000	581	5	100	크로아티아	크로아티아	(주)영화사 진진
신비의 법	2012-11-29	6837000	893	2	22	일본	일본	페퍼민트픽쳐스
신석기 블루스	2004-12-30	1493666000	233645	99	6560	한국	한국	쇼박스㈜미디어플렉스
신석기 블루스	2004-12-30	303966500	48907	85	1118	한국	한국	쇼박스㈜미디어플렉스
신설국	2004-02-27	8924000	1308	7	108	일본	일본	(주)동아수출공사
신성일의 행방불명	2006-02-16	7500000	1309	2	93	한국	한국	스폰지
신세계	2013-02-21	34881330905	4682492	671	90580	한국	한국	(주)넥스트엔터테인먼트월드(NEW)
신암행어사	2004-11-26	247353500	40728	66	2547	한국	한국,일본	(주)시네마서비스
신암행어사	2004-11-26	3713000	1088	1	67	한국	한국,일본	(주)시네마서비스
신의 선물	2014-04-10	9727600	1116	5	57	한국	한국	(주)김기덕 필름
신의 소녀들	2012-12-06	46978500	6187	14	337	루마니아	루마니아,프랑스	찬란
신의 소녀들	2012-12-06	3341000	532	5	62	루마니아	루마니아,프랑스	찬란
신의 전사	2014-04-17	3834000	552	5	21	베네수엘라	베네수엘라,아르헨티나	(주)팝엔터테인먼트
신의 한 수	2014-07-03	28810639456	3566316	794	77089	한국	한국	쇼박스㈜미디어플렉스
신이 보낸 사람	2014-02-13	3068195600	424258	285	12684	한국	한국	(주)씨타마운틴픽쳐스,(주)마인스 엔터테인먼트
신주쿠 사건	2009-06-18	287059000	43462	104	4164	홍콩	홍콩	한국소니픽쳐스릴리징브에나비스타영화㈜
신주쿠 여고생 납치사건(완전한 사육)	2005-10-14	3168000	452	2	39	일본	일본	프리비젼엔터테인먼트
신촌좀비만화	2014-05-15	51525700	5187	46	751	한국	한국	씨제이이앤엠(주)
신화 : 진시황릉의 비밀	2005-10-13	2794772500	449172	167	12707	홍콩	홍콩	쇼이스트(주)
실미도	2003-12-24	9905232500	1559134	51	13460	한국	한국	(주)시네마서비스
실버라이닝 플레이북	2013-02-14	947622500	126842	226	5870	미국	미국	(주)나이너스엔터테인먼트
실버라이닝 플레이북	2013-02-14	3178500	456	2	17	미국	미국	(주)나이너스엔터테인먼트
실비아	2005-04-15	29280000	4372	9	286	영국	영국	(주)동숭아트센터
실종	2004-02-27	5252000	856	4	65	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
실종	2009-03-19	4346511500	644276	262	31373	한국	한국	(주)시너지하우스 (시너지)
심슨가족, 더무비	2007-08-22	1353774000	218027	167	8612	미국	미국	이십세기폭스필름코퍼레이션
심야상영	2008-05-06	3150000	316	2	2	일본	일본	
심야의 F.M.	2010-10-14	9179170500	1208306	423	50423	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
심장이 뛰네	2011-07-28	4325500	677	5	142	한국	한국	(주)키노아이디엠씨
심장이 뛴다	2011-01-05	7538083500	1006947	445	26778	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
심플 라이프	2012-11-22	80010500	10709	21	506	홍콩	홍콩	㈜미로비젼
심플 라이프	2012-11-22	5866000	830	3	50	홍콩	홍콩	㈜미로비젼
싱글맨	2010-05-27	131988700	17064	25	1269	미국	미국	씨제이엔터테인먼트(주)
싸움	2007-12-12	2188552500	340979	345	15053	한국	한국	(주)시네마서비스
싸움	2007-12-12	7318000	1140	4	165	한국	한국	(주)시네마서비스
싸움의 기술	2006-01-05	7319136000	1144825	216	23066	한국	한국	씨제이엔터테인먼트(주)
싸이보그 그녀	2009-05-14	136587500	20696	111	2707	한국	한국,일본	(주)넥스트엔터테인먼트월드(NEW)
싸이보그지만 괜찮아	2006-12-07	3972165300	674222	289	18884	한국	한국	씨제이엔터테인먼트(주)
싸이보그지만 괜찮아	2006-12-07	11583500	2311	4	38	한국	한국	씨제이엔터테인먼트(주)
쌍성계: 고대전설의 부활	2014-03-27	1885000	920	5	11	중국	중국	(주)소나무픽쳐스
쌍화점	2008-12-30	22493822400	3296474	532	67144	한국	한국	쇼박스㈜미디어플렉스
쌍화점	2008-12-30	2918001000	452560	501	5354	한국	한국	쇼박스㈜미디어플렉스
써니	2011-05-04	54035565100	7362657	546	149135	한국	한국	씨제이이앤엠(주)
써니 감독판	2011-07-28	698549500	90562	54	1574	한국	한국	씨제이이앤엠(주)
써로게이트	2009-10-01	5925561500	794475	228	26812	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
써커 펀치	2011-04-07	1223821000	156606	240	12541	미국	미국	워너브러더스 (주)
써티 데이즈 오브 나이트	2008-01-10	623833500	92687	122	5109	미국	미국	㈜케이디미디어
썬더와 마법저택	2013-12-24	3109415000	459295	422	6081	벨기에	벨기에	씨제이이앤엠(주)
썬더와 마법저택	2013-12-24	3005918500	445111	396	9501	벨기에	벨기에	씨제이이앤엠(주)
썬더일레븐 극장판 : 최강군단 오우거의 습격	2011-05-05	811159500	123363	166	3030	일본	일본	(주)미디어데이
썬데이 서울	2006-02-09	227157000	36865	84	2748	한국	한국	(주)시네마서비스
썸	2004-10-22	1488328000	237763	121	8366	한국	한국	(주)시네마서비스
썸머 솔스티스	2008-08-28	460892000	70098	131	5857	미국	미국	㈜케이디미디어
썸머 스톰	2007-08-15	10801500	1598	2	126	독일	독일	위드시네마
썸머 워즈	2009-08-13	937158500	131956	100	4902	일본	일본	씨제이엔터테인먼트(주)
쎄븐 플로어	2014-09-15	8272000	1355	17	29	스페인	스페인	(주)더블앤조이픽쳐스
쏘우	2005-03-10	1553548500	240745	99	8841	미국	미국	(주)영화사한결
쏘우 2	2006-02-16	2476201400	388105	113	10319	미국	미국	㈜미로비젼
쏘우 3	2006-11-30	2406433500	386547	180	13064	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
쏘우 3D	2010-11-18	1447063000	114034	160	7410	미국	미국,캐나다	㈜케이디미디어
쏘우 4	2007-11-21	1832431500	271393	216	15357	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
쏘우 V	2008-12-03	1044027000	150832	153	9976	미국	미국,캐나다	(주)성원아이컴
쏘우-여섯번의 기회	2010-01-07	156444000	19516	49	1854	미국	미국	(주)빅버젯
쏜다	2007-03-14	1945217400	328837	236	16901	한국	한국	쇼박스㈜미디어플렉스
쓰리	2011-09-29	71501000	8938	12	460	독일	독일	(주)티캐스트
쓰리 데이즈	2010-12-22	1584153500	218306	211	6769	미국	미국,프랑스	롯데쇼핑㈜롯데엔터테인먼트
쓰리 데이즈	2010-12-22	411931000	54190	136	2118	미국	미국,프랑스	롯데쇼핑㈜롯데엔터테인먼트
쓰리 몬스터	2004-08-20	1161290500	180377	60	3970	한국	한국,홍콩,일본	씨제이엔터테인먼트(주)
쓰리 타임즈	2007-02-14	33250500	4799	2	182	대만	대만	스폰지
쓰리 타임즈	2007-02-14	1709000	317	1	34	대만	대만	스폰지
쓰리데이즈 투 킬	2014-04-03	1748793200	229644	388	13766	미국	미국	롯데쇼핑㈜롯데엔터테인먼트
씨 인사이드	2007-03-01	40941000	6255	5	394	스페인	스페인,프랑스,이탈리아	스폰지
씨, 베토벤	2014-03-27	5612000	764	8	136	한국	한국	㈜인디스토리
씨노이블	2007-06-28	137256500	20648	68	2815	미국	미국	㈜미로비젼
씨민과 나데르의 별거	2011-10-13	84257500	11059	17	662	이란	이란	(주)영화사 진진
씨민과 나데르의 별거	2011-10-13	5086000	836	2	37	이란	이란	(주)영화사 진진
씬	2004-03-19	3679000	560	1	18	미국	미국	이십세기폭스필름코퍼레이션
씬 시티	2005-06-30	2024599506	311066	126	8665	미국	미국	쇼이스트(주)
씬 시티: 다크히어로의 부활	2014-09-11	656718748	83182	345	8415	미국	미국	메가박스(주)플러스엠
아기 거북 토토의 바다 대모험	2012-10-18	61158000	9346	90	670	영국	영국, 오스트리아,독일	예지림엔터테인먼트
아기기린 자라파	2013-02-14	133077000	20811	87	1265	프랑스	프랑스,벨기에	롯데쇼핑㈜롯데엔터테인먼트
아기기린 자라파	2013-02-14	1368000	342	1	3	프랑스	프랑스,벨기에	롯데쇼핑㈜롯데엔터테인먼트
아기와 나	2008-08-14	2669249500	435940	217	16416	한국	한국	(주)프라임엔터테인먼트
아나콘다2 : 사라지지 않는 저주	2005-04-15	558068500	90368	52	5286	미국	미국	소니픽쳐스릴리징코리아
아내가 결혼했다	2008-10-23	12062180000	1799447	417	57496	한국	한국	씨제이엔터테인먼트(주)
아내의 애인을 만나다	2007-04-26	41944500	6575	8	668	한국	한국	씨제이엔터테인먼트(주)
아는 여자	2004-06-25	4686101500	736296	81	10941	한국	한국	(주)시네마서비스
아더 크리스마스	2011-11-25	4771040500	620995	356	14606	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
아더 크리스마스	2011-11-25	8601500	1291	4	81	미국	미국	한국소니픽쳐스릴리징브에나비스타영화㈜
아더와 미니모이 2 : 셀레니아 공주 구출 작전	2010-07-08	288260000	44245	111	3031	프랑스	프랑스	롯데쇼핑㈜롯데시네마
아더와 미니모이-제1탄비밀원정대의출정	2009-07-09	810514000	126546	219	6339	프랑스	프랑스	롯데쇼핑㈜롯데엔터테인먼트
아드레날린24	2007-10-03	648390000	96338	124	8072	미국	미국	영화사청어람(주),(주)엠엔에프씨
아들	2007-05-01	2886902500	452209	284	23228	한국	한국	(주)시네마서비스
아따맘마 - 극장판	2011-02-17	533355500	81352	90	2123	일본	일본	에이원엔터테인먼트
아라한 장풍대작전	2004-04-30	5207905000	810406	82	12593	한국	한국	(주)시네마서비스
아랑	2006-06-28	5726173700	951834	181	22805	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
아르고	2012-10-31	1001059500	140736	240	8422	미국	미국	워너브러더스 (주)
아르마딜로	2012-04-26	35384300	5105	16	487	덴마크	덴마크	(주)엣나인필름
아르헨티나 할머니	2007-12-12	17297500	2607	7	308	일본	일본	프리비젼엔터테인먼트
아름다운 세탁기	2005-07-08	2318000	460	2	19	말레이지아	말레이지아	씨제이엔터테인먼트(주)
아름다운 연인들	2008-10-22	2839000	485	1	3	프랑스	프랑스	
아름다운 유산	2011-04-14	3397500	678	3	31	한국	한국	제나두엔터테인먼트
아름답다	2008-02-14	10846500	1700	5	242	한국	한국	(주)스폰지이엔티,스폰지
아마존의 눈물	2010-03-25	648292000	104201	47	4393	한국	한국	(주)씨타마운틴픽쳐스
아마추어	2008-07-30	1710000	312	1	4	미국	미국,영국,프랑스	
아메리카파이: 19금 여배우들	2013-02-28	3676000	1733	1	9	미국	미국	(주)소나무픽쳐스
아메리칸	2010-12-29	398731500	50493	117	2646	미국	미국	(주)화천공사
아메리칸	2010-12-29	172979500	23030	117	1638	미국	미국	(주)화천공사
아메리칸 갱스터	2007-12-27	1416083500	210333	243	5213	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
아메리칸 갱스터	2007-12-27	1315594500	191510	200	6267	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
아메리칸 배틀쉽	2013-09-16	12054000	5452	5	54	미국	미국	(주)케이알씨지
아메리칸 파이: 19금 동창회	2012-08-09	113072000	15431	118	1754	미국	미국	유니버설픽쳐스인터내셔널 코리아(유)
아메리칸 허슬	2014-02-20	1196440170	155604	245	6176	미국	미국	(주)누리픽쳐스
아무도 머물지 않았다	2013-12-26	70763500	9419	27	511	프랑스	프랑스,이탈리아	(주)씨에이씨엔터테인먼트
아무도 머물지 않았다	2013-12-26	46275000	6100	26	268	프랑스	프랑스,이탈리아	(주)씨에이씨엔터테인먼트
아무도 모른다	2005-04-01	212995000	33254	11	1272	일본	일본	(주)동숭아트센터
아무도 모른다	2005-04-01	2594000	545	1	9	일본	일본	(주)동숭아트센터
아무르	2012-12-19	426495700	55946	30	1817	프랑스	프랑스,독일, 오스트리아	(주)티캐스트
아무르	2012-12-19	190060900	24512	29	581	프랑스	프랑스,독일, 오스트리아	(주)티캐스트
아미티빌 호러	2005-07-01	527182500	83166	93	4864	미국	미국	브에나비스타인터내셔널코리아
아바타	2009-12-17	81455728000	8151952	714	111860	미국	미국	이십세기폭스코리아(주)
아바타	2009-12-17	43441164500	5150667	917	50642	미국	미국	이십세기폭스코리아(주)
아바타 정글의 비밀	2014-03-27	86145900	12876	162	846	중국	중국	(주)팝엔터테인먼트
아바타-스페셜 에디션	2010-09-04	1870164500	148098	146	4188	미국	미국	이십세기폭스코리아(주)
아버지를 마지막으로 본 것은 언제입니까?	2010-05-27	26210700	3603	12	446	아일랜드	아일랜드	프리비젼엔터테인먼트
아버지를 위한 노래	2012-05-03	29858000	3749	2	84	이탈리아	이탈리아,프랑스,아일랜드	쇼박스㈜미디어플렉스
아버지와 마리와 나	2008-06-12	28278000	4162	10	414	한국	한국	씨제이엔터테인먼트(주)
아버지의 깃발	2007-02-15	1269091600	200988	112	6804	미국	미국	워너브러더스 (주)
아버지의 이메일	2014-04-24	27421400	4014	21	539	한국	한국	㈜인디스토리
아부의 왕	2012-06-21	3511102500	497880	428	22060	한국	한국	롯데쇼핑㈜롯데엔터테인먼트
아부지	2009-07-15	126094500	24224	39	1394	한국	한국	실버스푼
아브라함 링컨 VS 좀비	2013-09-20	12100000	5550	5	48	미국	미국	(유)조이앤컨텐츠그룹
아빠가 여자를 좋아해	2010-01-14	1243136000	174333	277	13408	한국	한국	쇼박스㈜미디어플렉스
아빠의 화장실	2009-06-25	23377500	3328	2	230	우루과이	우루과이,브라질,프랑스	(주)영화사 진진
아쉬람	2010-02-25	17612000	2276	3	188	캐나다	캐나다	(주)에스와이코마드
아스라이	2008-01-11	3299500	534	2	96	한국	한국	㈜인디스토리
아스테릭스: 미션 올림픽 게임	2009-06-18	134805000	21355	115	2590	프랑스	프랑스	(주)넥스트엔터테인먼트월드(NEW)
아스트로 보이-아톰의 귀환	2010-01-13	2585585500	393433	278	15793	미국	미국	㈜케이디미디어
아야의 밤엔 사랑이 필요해	2014-08-14	8645100	1094	11	141	프랑스	프랑스	(주)영화사 진진
아오이 소라의 츠무기	2008-11-01	2239000	452	1	22	일본	일본	
아웃 오브 타임	2004-03-12	37610000	5770	7	272	미국	미국	이십세기폭스필름코퍼레이션
아웃레이지	2010-12-02	13179500	1758	7	259	일본	일본	(주)씨타마운틴픽쳐스
아웃사이더	2014-07-24	600000	300	1	2	한국	한국	(주)영화사 조은
아웃포스트 : 블랙선	2013-06-20	3495000	1650	1	9	영국	영국	(주)소나무픽쳐스
아워 뮤직	2006-09-07	8474500	1227	1	41	프랑스	프랑스	(주)유레카픽쳐스
아워 이디엇 브라더	2012-11-29	195732477	26820	62	1268	미국	미국	씨너스엔터테인먼트(주)
아워즈	2014-04-16	13626700	2492	29	385	미국	미국	(주)박수엔터테인먼트
