"","movie_nm","score","reg_date","contents"
"95","형사: Duelist","10.0","2006.11.25","영상조명아 진짜 그 부분에서는 최고 "
"96","사운드 오브 뮤직","8.0","2006.11.25","온 가족이 볼 수 있는 순수한 영화 "
"97","왕의 남자","5.0","2006.11.25","솔직히 말해서 나도 보고 별로 감동 같은거 못 느꼈어요 패왕별희 따라한 듯한 "
"98","세상의 중심에서 사랑을 외치다","8.0","2006.11.25","지루해 지루해 ㅠ "
"99","글래디에이터","8.0","2006.11.25","재미있다 "
"100","플라이 대디","6.0","2006.11.25","점 은 쫌 "
"101","태극기 휘날리며","10.0","2006.11.25","난 이영화가 짱이라고 생각한다 "
"102","친구","10.0","2006.11.25","남자의삶을볼수있었던영화같아서기억에남아ㅋㅋㅋ "
"103","왕의 남자","10.0","2006.11.25","최고의 영화 "
"104","우리들의 행복한 시간","10.0","2006.11.25","진짜안절부절울면서본영화안타까웠고마지막쪽이대박이였다 dvd꼭살영화 "
"105","캐리비안의 해적 : 블랙펄의 저주","9.0","2006.11.25","죠니뎁연기는 두말하면 잔소리 너무 잼있어요 "
"106","포레스트 검프","10.0","2006.11.25","진짜 짱 "
"107","타이타닉","10.0","2006.11.25","타이타닉영화하면타이타닉 "
"108","반지의 제왕 : 반지 원정대","10.0","2006.11.25","인간의 감정정말 솔직하고 리얼하게 표현됐던영화그 놈의 반지때매 "
"109","괴물","10.0","2006.11.25","당연히 점 "
"110","태극기 휘날리며","10.0","2006.11.25","눈물을 멈출수가 없었다 계속 울었다 "
"111","괴물","10.0","2006.11.25","최고 "
"112","마음이...","10.0","2006.11.25","진짜진짜 재밋어요ㅠㅠ 영화보고 운게 이게 처음이에요 ㅠㅠ "
"113","돈 쥬앙","10.0","2006.11.25","그냥그냥그냥 "
"114","웰컴 투 동막골","10.0","2006.11.25","최고였죠 ㅋㅋㅋㅋ "
"115","태극기 휘날리며","9.0","2006.11.25","커다란 스케일 전쟁의 슬픔 뭐 그럭저럭 "
"116","거룩한 계보","10.0","2006.11.25","정말 다시봐도 서로에 대한 우정에 감동받을수있는 영화이구요 우정이란 이런거구나 하는 생각이 들 정도로 정말 재밋고 감동받을수있는 영화인거 같아요 "
"117","괴물","9.0","2006.11.25","괴물을 주제로 한국적인 맛을 잘 살렸다 "
"118","괴물","10.0","2006.11.25","좋다 "
"119","타이타닉","10.0","2006.11.25","재가 본 영화 중에 보고 또 봐도 이것 만큼 실감나고 재미있는 영화는 없었던 것 같습니다 한마디로 말하면 굿 "
"120","데스노트","8.0","2006.11.25","큰 기대 를 안하고 봤는데생각 보다는 잘 만든것 같다노력의 성과를 본 것으로 만족ㅋㅋㅋ "
"121","데스노트","8.0","2006.11.25","큰 기대 를 안하고 봤는데생각 보다는 잘 만든것 같다노력의 성과를 본 것으로 만족ㅋㅋㅋ "
"122","태극기 휘날리며","10.0","2006.11.25","대만족 "
"123","왕의 남자","10.0","2006.11.25","내생애 제일 재미있었던 영화이다 "
"124","우리들의 행복한 시간","10.0","2006.11.25","아 진짜이 영화보고 나이키 바로샀다 아진짜 윤수죽을때애국가 부를때영화보던 사람들 다 통곡했다 "
"125","한반도","5.0","2006.11.25","남는게 머냐 "
"126","왕의 남자","10.0","2006.11.25","안본사람은 논하지말라 "
"127","가문의 부활 - 가문의 영광3","0.0","2006.11.25","쓰레기 "
"128","태극기 휘날리며","6.0","2006.11.25","헐리우드 영화를 베낀 듯한 영상 작위적인 스토리의 전개영화내내 집중이 안되던데내가 이상한건가 ㅡㅡ "
"129","왕의 남자","10.0","2006.11.25","ㄴㅐ인생최고 "
"130","아이 엠 샘","10.0","2006.11.25","다코다 패딩 "
"131","왕의 남자","0.0","2006.11.25"," "
"132","괴물","10.0","2006.11.25","왕의남자는 여성들의 변태적인 취향때문에 뜬 영화 "
"133","인생은 아름다워","10.0","2006.11.25","아빠 "
"134","괴물","10.0","2006.11.25","ㅋㅋ "
"135","아마겟돈","10.0","2006.11.25","좋은 영화에 딱히 할말 없음ㅋ "
"136","쇼생크 탈출","10.0","2006.11.25","희망 "
"137","타이타닉","10.0","2006.11.25","존나 감동적임 눈물이 다 나옴 "
"138","엽기적인 그녀","10.0","2006.11.25","코믹과 멜로가 잘 조화된전지현의 매력을 맘껏보여준영화 "
"139","우리들의 행복한 시간","10.0","2006.11.25","동해물과 백두산이 캬 "
"140","피아니스트","10.0","2006.11.25","말로 표현 할 수 없는 감동이 있는 영화였습니다 잔잔한 감동의 여운이 남는 느낌이 들었습니다 "
"141","태극기 휘날리며","10.0","2006.11.25","내가 본영화중 제일 재미있었던 영화 ㅋㅋㅋ그리고 장동건이란 배우의 연기력을 보고 감탄한영화 "
"142","왕의 남자","10.0","2006.11.25","왕의남자는 이제껏 사람들에게 등한시 되었던 동성애를 코드로 잡고 있고 감동이 있는 영화이다 연기자들의 연기도 좋았고 각본도 탄탄해서 추천하는 영화이다 몇번을 더 봐도 감동과 재미가 살아나는 영화이다 "
"143","러브 액츄얼리","10.0","2006.11.25","사랑 사랑 사랑 "
"144","박수칠 때 떠나라","10.0","2006.11.25","드문 반전영화 "
"145","태극기 휘날리며","10.0","2006.11.25","말이 필요 없는 영화 최고 "
"146","인생은 아름다워","10.0","2006.11.25","정말 매번 봐도 감동이 흐르는 작품 아들을 위한 아버지의 사랑과 배려 두 남녀의 사랑이야기 "
"147","친절한 금자씨","10.0","2006.11.25","기대이상이었다 맨날 공주같던 영애 누님의 생뚱맞은 연기가 기억에 남는다 우리나라 최고의 영화다 "
"148","하울의 움직이는 성","10.0","2006.11.25","미야자키하야오의 기발한 상상력이 내게 다가온 영화 "
"149","글래디에이터","10.0","2006.11.25","정말 최고였다 "
"150","태극기 휘날리며","10.0","2006.11.25","굿 "
"151","해리포터와 불의 잔","9.0","2006.11.25","헐리웃영화를 긍정적으로 평가하게된 최초의 영화감동더이상의 감동이었습니다 "
"152","박수칠 때 떠나라","10.0","2006.11.25","장진식 코미디 영화에 집중하지 않을 수 없었던 "
"153","태극기 휘날리며","10.0","2006.11.25","지금 껏 내가 본 한국영화중 단연 최고 "
"154","왕의 남자","10.0","2006.11.25","정말 재미있는 영화였다 "
"155","패왕별희","10.0","2006.11.25","영화를 보면서 왜 패왕별희가 그렇게 유명한지 장국영이 상을 받았는지 알게 되었다 장국영연기도 최고였고 영화 자체도 정말 괜찮았던 영화 중국영화 중 유일하게 내 맘을 사로잡은 영화다 "
"156","태극기 휘날리며","10.0","2006.11.25","장동건씨의 연기가 정말 대단했었죠 ㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 정말 제가 본 영화 중에 최고예요ㅜㅜ 진짜 얼마나 울었었던지 정말 감동적인 영화였습니다 "
"157","태극기 휘날리며","10.0","2006.11.25","한국 최고인 영화 "
"158","마음이...","10.0","2006.11.25","마음이 이 영화를 보면서 처음부터 끝까지 펑펑 울었다 찬이가 잘했을 때에는 모두들 박수를 쳤고 마음이가 죽을 때는 모두들 눈물을 쥐어짝며 울었었다 정말 감동적이었다 ㅜㅜ "
"159","왕의 남자","8.0","2006.11.25","굿 "
"160","클래식","10.0","2006.11.25","감동 그 자체정말 추천 해주고 싶은 영화 "
"161","왕의 남자","0.0","2006.11.25","솔찍히 이거보고 뭔영화인가 했슴 "
"162","태극기 휘날리며","10.0","2006.11.25","김도진과 장동건의 연기가 많이 돋보였던 영화였던것같습니다 "
"163","웰컴 투 동막골","8.0","2006.11.25","적당히 웃기고 재미있고 감동도 있는 영화 볼만 했음 "
"164","괴물","10.0","2006.11.25","몇번이고 다시봐도 무섭고 감동적이고 무언가 가슴에 짠하게 남는 영화 "
"165","괴물","8.0","2006.11.25","와 닿은다 "
"166","타이타닉","10.0","2006.11.25","정말 불후의 명작이다 이만한 영화는 다시 찍지 못할거 같다 "
"167","아마겟돈","10.0","2006.11.25","와끝난다 ㅋㅋㅋ 감동지대 "
"168","괴물","0.0","2006.11.25"," "
"169","왕의 남자","0.0","2006.11.25"," "
"170","왕의 남자","10.0","2006.11.25","재미와 감동이있었다 두번 봤지만 후회안하고 두번봤을때 더 깊게 이해할수있는 영화대대대대대대대감동 "
"171","왕의 남자","10.0","2006.11.25","감우성 연기 점 "
"172","타이타닉","10.0","2006.11.25","오래전에나왔음에도 지금봐도 생생한영화 "
"173","태극기 휘날리며","10.0","2006.11.25","진짜 최고인 영화 "
"174","왕의 남자","0.0","2006.11.25","이준기 너무시러 "
"175","왕의 남자","10.0","2006.11.25","우리 고유의 사물놀이에 많은 관심을 가져고 각본이 탄탄하다 "
"176","왕의 남자","10.0","2006.11.25","초간지 "
"177","글래디에이터","10.0","2006.11.25","진짜안본사람들의외로많던데강추 "
"178","우리들의 행복한 시간","10.0","2006.11.25","가장많이울었던영화 "
"179","우리들의 행복한 시간","10.0","2006.11.25","갈수록감동적인영화 "
"180","왕의 남자","0.0","2006.11.25","보기도싫타 감우성빼면 볼거있나 "
"181","이프 온리","10.0","2006.11.25","눈물없이는 볼수 없는 좋은 작품 보기전엔 망설이지만 보고나서 후회없는 영화 "
"182","인생은 아름다워","10.0","2006.11.25","감동 "
"183","살인의 추억","10.0","2006.11.25","최고의 영화 "
"184","왕의 남자","10.0","2006.11.25","누가 뭐래도 내가 본 영화 중에 최고였음 "
"185","왕의 남자","10.0","2006.11.25","최고★ "
"186","타짜","9.0","2006.11.25","시간가는줄 모르고 봤던영화배우들 연기또한 일품 조승우씨의 연기에완전몰입김혜수씨도 연기변신 "
"187","왕의 남자","1.0","2006.11.25","감동깊긴했지만 위는 무슨이준기때문에위정도 "
"188","아는 여자","10.0","2006.11.25"," "
"189","우리들의 행복한 시간","10.0","2006.11.25","짱 "
"190","맨발의 기봉이","10.0","2006.11.25","정말 감동 그 자채 였어요 "
"191","왕의 남자","10.0","2006.11.25","두번은 봐야 이해할 수 있는 영화 내 인생에 처음으로 반복관람을 하게 해준 영화 "
"192","왕의 남자","0.0","2006.11.25","위 말도안돼ㅡㅡ "
"193","쏘우 3","0.0","2006.11.25","봤는데 완전 잔인 별로 재미없던데 "
"194","두사부일체","10.0","2006.11.25","넘웃기고 재밌어요 코믹액션 영화중 최고 "
"195","거룩한 계보","10.0","2006.11.25","정말 재미잇엇음 ㅋㅋ "
"196","거룩한 계보","10.0","2006.11.25","정말 재미잇엇음 ㅋㅋ "
"197","쇼생크 탈출","10.0","2006.11.25","인생을 함부로 살지 마라누군가에겐 작은 바람도 너무 누리기 힘들었으니 "
"198","투사부일체","10.0","2006.11.25","몇번을 봐도 질리지 않을 영화 에요 "
"199","괴물","10.0","2006.11.25","울고웃는 "
"200","스텝업","10.0","2006.11.25","정말 잼있었어요 역시 기대만큼이나 저를 감동시켰던 영화입니다춤을 위한 영화답게 역시나 춤의 영상이 장난이 아니었습니다춤을 좋아하시거나 빠른템포의 음악을 즐기시는 분이라면 정말 좋아하실거예요ㅎㅎ "
"201","러브 액츄얼리","10.0","2006.11.25","영화 음악을 지금 들어도 그때 영화장면이 떠오릅니다 "
"202","왕의 남자","10.0","2006.11.25","딴말이 필요없다 최고 "
"203","세번째 시선","8.0","2006.11.25","사람이 가장 무서워져 버린 지금 다시 사람을 사랑하고 싶어지네여이 영화 속에서 그 방법을 찾을 수 있지 않을까여 "
"204","센과 치히로의 행방불명","6.0","2006.11.25","너무 슬프고 불쌍해 "
"205","박수칠 때 떠나라","10.0","2006.11.25","굳 "
"206","노팅 힐","10.0","2006.11.25","정말 멋진 영화 "
"207","타이타닉","10.0","2006.11.25","비디오로도매일보고있는영화 이영화가재일굿 "
"208","타이타닉","10.0","2006.11.25","질리지 않는 넘 감동적인 최고의 영화 "
"209","웰컴 투 동막골","10.0","2006.11.25","정말 슬프기도 하면서 웃기기도한 참 이상한 영화였습니다 "
"210","태극기 휘날리며","10.0","2006.11.25","너무너무너무재미잇엇어요 "
"211","태극기 휘날리며","10.0","2006.11.25","장동건 연기 대박이삼 "
"212","왕의 남자","9.0","2006.11.25","감동과 재미가 하나로 너무 잘봤습니다 "
"213","왕의 남자","10.0","2006.11.25","감동적이다 "
"214","왕의 남자","9.0","2006.11.25","스토리구성 배우설정 다 좋았지만 이준기의 부족한 연기 "
"215","태극기 휘날리며","10.0","2006.11.25","정말 너무나 감격스럽고 멋진 영화입니다 별개를 줘도 모자르다고 생각합니다영화보고 이렇게 울었던 적은 없었습니다 정말 멋진 영화입니다 "
"216","괴물","10.0","2006.11.25","괴물넘멋져 "
"217","클래식","10.0","2006.11.25","정말 너무나 감동적이고 멋진 노래도 너무나 좋았던최고의 영화 "
"218","타이타닉","10.0","2006.11.25","정말 안질리는영화 "
"219","태극기 휘날리며","10.0","2006.11.25","교과서에 실려도 손색없을 영화 "
"220","괴물","10.0","2006.11.25","내가 본 한국영화중 제일 재밌있었고 감동적이었던 영화 "
"221","스텝업","10.0","2006.11.25","기대안하고봣는데정말재밌었음같이 춤추는사람으로서 정말 열정을 느낄수있었던영화 "
"222","흐르는 강물처럼","9.0","2006.11.25","영상이 너 무 아름다웠던 영화특히 브레드피트가 강가에서 낙시하는장면모 광고에서 박신양이 따라했던 그장면 "
"223","엽기적인 그녀","9.0","2006.11.25","가볍게 보지만 다본후 여운이 정말 많이 남는 영화 "
"224","괴물","10.0","2006.11.25","관람중 너무 긴장해서 팝콘못먹게한 영화 "
"225","브리짓 존스의 일기","10.0","2006.11.25","넘 재밌었음 ㅎㅎㅎ 기대안하고 보고 완전 좋았던 영화 "
"226","괴물","10.0","2006.11.25","솔직히 기대 안했는데 보고나선 진짜 묘했던 영화 "
"227","인생은 아름다워","10.0","2006.11.25","정말 내 인생 최고의 감동을 선사한 영화 "
"228","마음이...","10.0","2006.11.25","보는 내내 펑펑 울었던 영화 울집개 생각나게 했던 영화 진짜 생의 최고의 영화다 안본사람은 꼭 보길 권한다 "
"229","세상의 중심에서 사랑을 외치다","8.0","2006.11.25","기대없이 봤던 영화인데 보고난후 여운이 오래 남는영화연인끼리 볼만한 영화 "
"230","왕의 남자","4.0","2006.11.25","위는 의외 "
"231","왕의 남자","3.0","2006.11.25","볼거리만 있고 별 내용 없었다 배우들의 연기는 멋졌지만 배우 때문에 뜬 영화 이런 거 싫다 "
"232","하울의 움직이는 성","10.0","2006.11.25","하울 짱 멋져요♡ "
"233","말아톤","10.0","2006.11.25","연기가 최고인영화 "
"234","태극기 휘날리며","10.0","2006.11.25","전 세계에 내놓아도 손색없는 우리 영화 "
"235","라디오 스타","10.0","2006.11.25","지대로다 "
"236","아는 여자","10.0","2006.11.25","한국영화의 장점을 살린배우제작정서등최고의 영화가가란말이야 "
"237","태극기 휘날리며","10.0","2006.11.25","장동건씨 연기 대단했습니다 고 이은주양의 맘아프지만 영화에서 죽는연기또한 슬펐고 가족에대한사랑을 느껴 "
"238","형사: Duelist","10.0","2006.11.25","영상미완전뛰어나고 ㅠㅠㅠ 마지막엔정말슬프고 ㅠㅠ "
"239","왕의 남자","10.0","2006.11.25","넘 잼있구 감동 ㅇㅇ "
"240","인생은 아름다워","10.0","2006.11.25","고등학고 학년때 봤던 영화인데 그 내용은 어린 나이에도 인생의 소중함과 아름다움을 느끼게 했던 영화 지금도 마지막 아버지가 목도리 때문에 잡혔던 장면이 눈에 아른거리고 다시 한 번 가슴이 뭉클해진다 "
"241","우리들의 행복한 시간","10.0","2006.11.25","마지막분완전울엇다ㅠ "
"242","나 홀로 집에","9.0","2006.11.25","볼때마다 안질리고 정말 재미있는영화 근데 케빈 좀 잔인한것같다는ㅋㅋ "
"243","우리들의 행복한 시간","10.0","2006.11.25","후회없이 울을수있던영화 "
"244","해바라기","10.0","2006.11.25","가슴이 찡해지는 영화 김래원연기가 너무 좋아요 "
"245","웰컴 투 동막골","10.0","2006.11.25","마지막에완전슬퍼ㅠ "
"246","괴물","10.0","2006.11.25"," 제일 기억에남는 "
"247","친구","10.0","2006.11.25","가슴뭉쿨하게 만든영화 스토리가 꽉차있다 "
"248","태극기 휘날리며","10.0","2006.11.25"," "
"249","미스터 & 미세스 스미스","8.0","2006.11.25","멋있는 영화재미있는 스토리 "
"250","캐리비안의 해적 : 블랙펄의 저주","9.0","2006.11.25","연기력 good "
"251","빌리 엘리어트","10.0","2006.11.25","최고의 감동영화 볼 때마다 가슴이 뭉클해지는 영화 최고 "
"252","인생은 아름다워","10.0","2006.11.25","정말 따듯하고 눈물나던 영화 "
"253","데스노트","1.0","2006.11.25","만화책 때문에 점 "
"254","디파티드","2.0","2006.11.25","디카프리오씨 왜이러십니까 "
"255","파이란","10.0","2006.11.25","아웃사이더를 위한 경쟁사회에서 낙오한자들을 위한가슴시린 여운이 남는 영화였죠 제겐 "
"256","타이타닉","10.0","2006.11.25","지금이나 옛이나 너무 가슴 찡한 영화 "
"257","괴물","10.0","2006.11.25","배두나랑 고아성때문에 봄 넘 재미엇는데 ㅎ "
"258","태극기 휘날리며","10.0","2006.11.25","사랑이 뭔질 보여줬던 영화 "
"259","우리들의 행복한 시간","10.0","2006.11.25","눈물쏙 빼게하는 영화 "
